Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,label
T0005700362,46.96,A,10.0,2.7603,A,B,2.39,0,47.0,50,74,Male,3
T0005700363,91.53,A,10.0,,,A,3.1125,0,35.0,53,75,Male,1
T0005700364,27.08,D,9.0,2.88478,B,A,1.6625,0,45.0,49,68,Male,3
T0005700365,70.56,C,4.0,2.91623,C,A,1.865,0,32.0,56,80,Male,2
T0005700366,62.38,B,5.0,2.85438,A,A,3.275,4,,48,63,Male,2
T0005700368,33.98,C,2.0,2.87809,A,B,3.55625,0,53.0,53,87,Male,2
T0005700371,52.91,E,2.0,2.59162,B,A,1.50875,0,40.0,45,63,Male,3
T0005700372,36.24,,10.0,2.70595,A,I,4.6675,0,,47,63,Male,2
T0005700373,39.88,C,0.0,,,A,2.0675,0,44.0,52,78,Male,3
T0005700375,11.4,A,10.0,,,B,3.615,0,,51,88,Female,1
T0005700376,4.4,B,5.0,2.66463,B,D,2.15625,0,,50,76,Male,1
T0005700377,108.07,C,10.0,,,A,4.16,0,81.0,47,66,Male,2
T0005700380,46.69,E,7.0,2.9061,C,B,2.83375,0,,66,90,Male,2
T0005700383,45.85,,6.0,3.02335,A,A,3.155,0,,55,78,Male,1
T0005700384,15.34,A,0.0,2.55193,B,A,4.7125,1,,47,62,Male,3
T0005700385,45.59,D,3.0,,,A,2.84875,3,107.0,58,99,Male,3
T0005700386,38.02,D,10.0,2.55805,C,A,1.695,3,,53,73,Male,3
T0005700388,49.93,C,10.0,2.72814,A,C,3.75625,0,62.0,49,76,Male,2
T0005700390,15.57,D,3.0,2.4818,C,A,1.475,0,30.0,49,72,Female,2
T0005700391,44.89,B,8.0,3.39748,A,A,4.38125,1,,51,73,Male,1
T0005700392,37.38,,10.0,2.87394,B,A,2.5625,2,56.0,63,98,Male,3
T0005700397,38.26,D,10.0,2.70485,A,B,2.2125,2,,51,107,Male,3
T0005700400,51.17,C,3.0,2.56442,B,B,4.045,1,,44,69,Male,3
T0005700401,46.86,C,0.0,,,B,2.0325,1,,50,76,Male,3
T0005700402,48.98,D,10.0,3.11412,A,B,3.24375,0,44.0,58,88,Female,1
T0005700404,63.75,D,10.0,2.85432,C,A,3.51,1,52.0,45,85,Male,3
T0005700406,24.93,B,8.0,2.91591,C,A,3.8275,0,,53,68,Male,1
T0005700408,13.94,E,,2.4969,B,C,3.22875,0,,47,60,Female,3
T0005700409,14.27,C,2.0,2.59625,A,A,3.57,1,,46,62,Male,2
T0005700410,40.18,D,0.0,2.57023,B,A,1.5175,1,48.0,46,67,Male,3
T0005700412,107.18,C,4.0,2.99627,B,B,2.83,0,39.0,50,69,Female,2
T0005700414,15.5,B,2.0,3.47801,B,A,4.07,2,72.0,50,82,Male,2
T0005700415,15.68,B,1.0,2.4794,A,D,4.925,3,,54,67,Male,2
T0005700416,31.67,,0.0,3.00158,A,B,4.16625,1,,48,64,Male,1
T0005700418,48.38,E,,2.64189,B,A,3.15875,2,,46,68,Male,3
T0005700419,108.05,C,5.0,3.10128,B,A,2.62875,0,78.0,57,86,Female,2
T0005700420,62.83,,6.0,2.74564,C,A,1.38375,0,63.0,55,81,Male,2
T0005700423,62.29,A,10.0,3.00384,B,F,3.45375,1,,44,65,Male,2
T0005700424,11.36,,5.0,2.6834,C,B,3.24,0,,50,74,Male,1
T0005700425,68.52,A,10.0,2.78465,C,A,3.02375,0,,49,71,Female,1
T0005700427,93.14,,10.0,2.9744,B,A,2.49125,0,50.0,59,84,Male,3
T0005700428,37.41,B,10.0,,,A,3.99875,1,,51,73,Female,2
T0005700429,73.74,A,5.0,2.90267,B,L,3.42875,2,,52,80,Female,1
T0005700430,47.02,,4.0,2.81695,C,B,2.9725,0,,48,70,Male,2
T0005700431,12.65,,5.0,2.80584,C,E,3.1625,3,,45,63,Female,2
T0005700432,60.31,A,7.0,2.67848,C,B,1.20625,0,,51,69,Female,2
T0005700433,6.6,C,0.0,2.65202,C,A,2.255,0,,56,69,Male,2
T0005700434,107.85,B,10.0,3.12894,B,A,2.80875,0,36.0,64,100,Male,2
T0005700436,35.41,C,6.0,2.85822,A,B,3.9725,0,39.0,52,68,Male,2
T0005700437,23.03,C,2.0,2.37328,C,A,0.67625,0,,54,68,Female,2
T0005700438,98.79,A,2.0,3.2775,B,B,3.82125,1,50.0,53,75,Male,3
T0005700440,51.89,,,3.04162,C,A,3.32375,0,,49,76,Male,3
T0005700442,60.36,,7.0,2.65381,B,A,4.23625,0,,45,65,Male,2
T0005700444,108.98,A,6.0,2.87366,B,A,1.965,1,,47,74,Male,3
T0005700445,4.81,B,10.0,2.87346,A,A,4.2575,0,,47,60,Male,2
T0005700446,31.65,C,9.0,,,A,2.33375,1,47.0,61,87,Male,2
T0005700447,59.38,B,0.0,2.95245,B,A,3.71875,1,,50,74,Male,1
T0005700448,23.34,B,7.0,2.97785,B,A,4.6275,0,106.0,52,67,Male,2
T0005700450,45.51,D,8.0,2.70638,B,A,1.01,3,53.0,54,79,Male,3
T0005700452,49.93,C,0.0,2.65048,A,A,2.22125,0,49.0,49,73,Male,2
T0005700453,19.69,A,10.0,2.93156,A,A,2.4125,0,,54,87,Male,1
T0005700456,42.47,,6.0,2.58379,A,B,2.76875,0,,46,61,Female,1
T0005700459,9.41,,5.0,,,B,4.12125,1,50.0,46,62,Male,2
T0005700461,21.32,E,2.0,2.63124,A,H,4.9125,1,,50,71,Female,2
T0005700463,24.88,D,2.0,2.73979,A,A,4.26625,0,51.0,46,80,Female,2
T0005700465,43.81,A,2.0,3.03741,A,A,1.83375,2,54.0,53,74,Male,1
T0005700466,65.58,E,10.0,,,F,4.4525,2,,51,71,Male,3
T0005700468,31.66,A,6.0,2.80796,C,E,4.4925,1,,52,76,Male,1
T0005700472,107.24,B,6.0,3.00176,B,L,4.7625,0,,47,68,Male,2
T0005700473,91.44,C,10.0,2.93255,B,A,1.60875,3,,59,85,Female,3
T0005700474,21.14,,0.0,2.77492,A,A,3.4325,2,86.0,53,74,Male,1
T0005700475,22.32,C,6.0,2.63879,C,B,0.90875,0,,50,72,Male,2
T0005700476,40.35,B,10.0,2.68676,C,A,3.1525,0,,57,74,Male,2
T0005700477,30.12,B,5.0,,,A,4.27125,0,102.0,45,77,Female,2
T0005700480,6.74,B,5.0,2.59685,A,B,1.6775,0,41.0,53,77,Male,2
T0005700483,19.56,,8.0,,,A,0.86625,0,,59,95,Male,1
T0005700484,93.53,A,1.0,2.99411,C,B,3.445,0,56.0,51,67,Male,2
T0005700485,35.02,C,6.0,2.51294,C,B,2.54375,0,,58,99,Male,3
T0005700487,36.38,C,7.0,2.5392,B,F,2.38375,1,62.0,49,65,Female,2
T0005700492,23.65,B,10.0,2.78165,A,B,2.685,0,,53,79,Male,2
T0005700494,46.93,D,10.0,2.936,C,B,3.39125,4,55.0,51,95,Female,3
T0005700495,22.6,B,1.0,,,E,3.59375,4,,51,86,Male,2
T0005700496,37.13,C,,2.8839,B,A,2.79125,5,,50,86,Male,2
T0005700498,28.1,,9.0,2.92026,A,A,2.89875,0,65.0,50,72,Male,1
T0005700499,26.94,C,0.0,2.69478,A,A,2.42625,0,,50,60,Male,2
T0005700503,61.79,C,2.0,,,A,3.4025,2,61.0,66,89,Male,3
T0005700504,31.07,B,10.0,2.70574,A,A,3.64625,1,50.0,48,65,Male,2
T0005700505,74.88,B,2.0,2.84801,C,B,2.35375,1,97.0,52,79,Male,2
T0005700506,11.58,,,2.04642,B,I,2.4875,0,,49,61,Male,3
T0005700511,18.26,A,10.0,2.83259,C,A,4.70875,0,88.0,55,77,Male,1
T0005700512,32.18,D,10.0,2.90584,C,D,1.375,1,,54,88,Male,3
T0005700515,45.53,B,5.0,2.74073,C,A,0.81375,3,,48,80,Male,2
T0005700516,41.65,D,1.0,2.82535,B,A,2.36375,0,46.0,60,77,Male,2
T0005700518,17.9,D,,2.41233,C,B,3.6625,0,,43,57,Male,3
T0005700521,9.94,C,10.0,2.80987,A,A,3.62625,1,40.0,49,70,Male,3
T0005700524,92.31,,8.0,3.00024,B,A,2.39,0,96.0,49,69,Male,2
T0005700526,20.94,C,3.0,2.47123,A,A,2.16,2,,53,64,Male,2
T0005700527,20.96,A,3.0,2.53422,B,A,0.98,0,,46,74,Male,1
T0005700530,31.77,D,10.0,2.60623,C,B,1.425,0,44.0,60,89,Male,3
T0005700532,68.99,,10.0,2.69034,B,A,2.605,0,,49,78,Female,3
T0005700534,30.38,C,10.0,,,A,2.1625,0,71.0,44,63,Female,2
T0005700535,14.4,D,5.0,3.06182,B,A,3.72875,2,59.0,48,86,Male,3
T0005700537,27.05,A,1.0,2.69814,C,D,3.50625,1,,45,55,Male,3
T0005700538,59.55,B,,2.84795,B,A,4.1925,3,,46,72,Female,3
T0005700539,9.87,,9.0,2.99,B,A,4.4425,1,56.0,48,61,Male,1
T0005700540,37.69,A,3.0,,,B,1.8775,0,87.0,54,83,Male,1
T0005700541,20.98,E,2.0,2.65534,C,F,4.42875,1,,46,56,Male,3
T0005700543,77.59,D,9.0,,,A,3.82375,2,,59,87,Male,3
T0005700544,61.05,A,10.0,3.24329,B,A,3.2175,1,71.0,52,78,Male,1
T0005700546,32.01,,10.0,2.73081,A,B,3.23875,0,,47,62,Male,2
T0005700547,47.26,A,10.0,2.67061,B,C,2.62875,1,37.0,55,74,Male,1
T0005700549,32.3,B,0.0,2.59796,C,B,3.6575,0,81.0,45,59,Male,2
T0005700550,31.65,D,,2.82878,C,B,3.21,1,,50,72,Male,2
T0005700551,15.07,C,0.0,2.78585,A,A,3.5825,0,77.0,49,66,Male,2
T0005700552,34.78,B,10.0,2.86618,B,B,4.2525,1,64.0,50,71,Male,2
T0005700553,47.19,A,,2.82646,B,A,2.12125,2,,48,96,Male,1
T0005700555,37.58,,10.0,2.62404,B,A,1.18875,1,,49,66,Female,2
T0005700556,49.74,D,10.0,,,A,2.67875,0,,49,76,Female,1
T0005700557,18.03,C,6.0,2.33288,C,B,3.35625,0,,61,103,Male,2
T0005700558,26.62,B,10.0,,,A,3.13375,0,,49,72,Male,1
T0005700559,38.62,D,10.0,2.80841,C,A,4.425,0,57.0,45,71,Male,3
T0005700560,30.18,E,10.0,2.64386,C,A,1.26625,0,61.0,48,69,Male,3
T0005700562,52.35,A,10.0,2.80929,B,I,2.21875,0,,51,92,Male,1
T0005700563,27.14,C,7.0,2.40223,A,A,2.74125,1,,52,66,Female,3
T0005700565,68.33,E,9.0,2.86852,C,A,2.21125,0,,51,77,Male,1
T0005700567,46.54,A,10.0,2.59366,A,A,3.78875,0,,48,68,Male,1
T0005700568,49.44,B,6.0,2.56921,B,B,2.70125,0,,51,66,Male,1
T0005700569,68.0,B,2.0,2.69774,B,A,2.57625,0,,49,62,Male,2
T0005700571,33.47,C,7.0,2.69387,A,A,4.07875,0,84.0,54,77,Male,2
T0005700572,35.77,C,9.0,2.6776,B,A,2.10875,0,,56,72,Male,3
T0005700573,10.23,C,6.0,2.59439,A,A,3.815,0,39.0,46,63,Male,2
T0005700575,70.74,A,2.0,3.11256,C,C,3.92375,1,,50,65,Male,1
T0005700577,17.1,D,5.0,,,H,3.485,1,,53,73,Male,3
T0005700580,102.53,C,10.0,2.99634,B,A,3.4575,1,86.0,44,63,Female,2
T0005700581,44.67,A,4.0,2.74345,A,B,2.40375,2,,45,68,Male,1
T0005700582,46.21,B,,,,A,1.40375,0,70.0,50,73,Male,2
T0005700583,35.74,D,5.0,2.46826,B,A,2.9,0,,46,62,Male,1
T0005700584,82.32,,10.0,2.77146,C,B,1.51875,1,,47,67,Female,3
T0005700587,66.44,E,0.0,2.78102,C,A,3.10625,1,,57,82,Male,3
T0005700588,60.25,D,5.0,2.73926,B,A,2.39,0,97.0,49,70,Male,3
T0005700589,16.92,C,1.0,2.34666,A,B,2.81375,1,,51,73,Male,1
T0005700590,31.26,C,10.0,2.5585,B,A,0.98875,0,,52,64,Male,2
T0005700591,18.58,B,10.0,2.95366,A,B,2.11625,1,54.0,56,85,Male,2
T0005700593,22.79,A,0.0,2.58187,B,A,2.55125,2,,54,74,Male,2
T0005700596,25.1,,1.0,2.58615,A,A,4.4225,0,55.0,48,80,Male,2
T0005700597,52.45,B,10.0,2.68105,A,B,2.575,0,,53,83,Female,2
T0005700599,49.69,C,2.0,,,A,3.30125,2,,46,58,Male,2
T0005700600,44.98,A,0.0,3.00167,A,A,3.205,0,,52,77,Male,1
T0005700605,12.6,B,10.0,2.87191,B,D,4.84625,2,112.0,46,64,Male,3
T0005700606,29.32,C,10.0,2.74009,C,A,2.62375,1,101.0,49,64,Male,2
T0005700607,41.43,,8.0,2.99621,C,B,1.96125,1,31.0,56,78,Male,2
T0005700608,14.29,C,2.0,2.66878,A,B,3.29,3,,46,62,Male,3
T0005700610,60.37,A,10.0,2.74257,A,B,1.47625,0,48.0,54,95,Male,1
T0005700611,40.24,B,4.0,2.78386,A,A,2.7675,0,38.0,51,70,Male,1
T0005700612,23.92,B,10.0,2.6348,C,A,0.6275,0,91.0,49,83,Male,1
T0005700613,35.74,A,2.0,2.67366,A,F,3.5225,0,,47,71,Female,1
T0005700614,31.12,C,4.0,2.55258,B,A,1.27125,0,59.0,52,72,Female,3
T0005700615,26.93,,3.0,2.84546,A,B,4.0975,1,104.0,52,76,Female,2
T0005700616,45.69,D,9.0,2.85102,B,A,4.55,2,73.0,44,72,Male,2
T0005700621,56.07,C,10.0,2.71838,B,B,3.71875,0,,47,73,Female,3
T0005700623,72.81,A,0.0,2.90381,C,A,1.46125,0,53.0,56,99,Female,1
T0005700624,48.79,D,6.0,2.83671,B,A,2.1725,3,75.0,60,93,Male,3
T0005700625,10.49,A,10.0,3.00424,B,A,2.095,3,50.0,63,91,Female,3
T0005700626,50.71,E,2.0,2.56855,B,A,1.39125,0,59.0,52,75,Male,3
T0005700627,38.04,D,8.0,2.55908,B,F,2.02,0,94.0,55,74,Male,3
T0005700630,20.04,,,2.38012,B,D,1.43125,0,,49,77,Male,3
T0005700631,29.9,C,4.0,2.84355,C,A,3.98375,1,,52,69,Male,2
T0005700633,38.57,B,3.0,2.72227,B,B,1.24125,1,,54,76,Male,1
T0005700635,6.83,B,8.0,2.71419,C,A,3.935,0,101.0,47,66,Male,2
T0005700637,38.32,,10.0,2.87758,B,C,2.0775,2,78.0,52,82,Female,3
T0005700639,36.59,D,5.0,2.85056,A,A,2.63625,0,77.0,48,90,Male,2
T0005700643,74.02,A,10.0,2.84448,B,D,3.0675,1,,49,66,Male,2
T0005700644,23.79,C,9.0,2.89882,A,G,1.96125,0,60.0,50,87,Female,2
T0005700645,11.5,D,3.0,2.94407,A,A,3.12625,0,46.0,47,66,Female,1
T0005700647,64.33,,6.0,2.69094,C,B,2.025,0,38.0,46,71,Male,3
T0005700648,14.76,,1.0,2.54157,A,A,3.75375,1,,50,61,Male,2
T0005700649,86.32,,10.0,,,A,2.20875,0,59.0,57,96,Male,3
T0005700651,30.28,B,0.0,,,A,3.38875,0,92.0,47,92,Male,2
T0005700653,7.81,C,5.0,2.48117,A,B,1.8975,1,,58,73,Male,3
T0005700655,44.79,C,1.0,2.62232,B,C,3.2075,0,99.0,47,65,Male,2
T0005700656,68.95,C,5.0,,,B,2.15875,0,,59,85,Female,3
T0005700657,28.46,E,6.0,,,G,4.605,3,57.0,48,62,Male,3
T0005700658,36.0,A,0.0,2.97604,C,D,4.90125,0,,47,75,Male,1
T0005700659,107.31,A,7.0,3.03085,B,B,2.40625,1,,63,84,Male,1
T0005700662,3.46,,,2.18529,B,A,2.07375,1,,46,72,Female,3
T0005700663,85.2,A,10.0,3.17851,C,A,3.3825,0,80.0,58,95,Male,3
T0005700664,22.9,B,7.0,2.76221,B,A,2.93875,2,106.0,48,89,Male,2
T0005700666,62.86,A,9.0,2.67158,B,A,3.2,3,100.0,45,64,Male,3
T0005700667,28.81,C,1.0,2.46273,B,A,3.075,0,,45,57,Male,3
T0005700669,37.7,C,10.0,2.61857,B,A,3.6575,1,,50,69,Male,2
T0005700670,29.52,B,0.0,2.87019,C,A,0.99375,0,63.0,51,66,Male,2
T0005700673,59.46,E,7.0,2.85905,A,A,2.935,0,,50,74,Male,2
T0005700674,23.96,D,0.0,,,A,4.8025,0,,42,57,Male,3
T0005700675,21.44,D,7.0,2.72699,B,C,4.5175,3,,50,83,Female,3
T0005700676,28.69,E,8.0,2.77738,B,A,2.315,2,,54,73,Male,3
T0005700679,16.5,E,7.0,3.2294,C,A,3.985,2,53.0,48,71,Female,3
T0005700680,73.63,B,0.0,2.92856,B,C,4.17,3,,49,67,Male,2
T0005700681,78.29,E,4.0,3.02493,B,A,1.4075,2,,56,75,Male,3
T0005700684,35.49,,0.0,2.55789,C,A,2.04125,1,,55,72,Male,2
T0005700686,36.06,E,10.0,2.82752,B,A,3.7675,0,,46,75,Male,3
T0005700687,71.19,C,10.0,2.84238,B,A,2.88,2,78.0,54,81,Female,2
T0005700688,10.76,A,3.0,2.84386,A,A,4.21125,0,,50,97,Male,2
T0005700690,98.71,E,1.0,2.92971,B,B,2.2625,2,,57,75,Male,3
T0005700691,86.99,,10.0,2.95417,B,A,2.53875,0,,53,79,Female,1
T0005700692,53.05,,,2.72172,B,A,2.58625,2,45.0,49,79,Male,3
T0005700694,59.17,C,10.0,2.62859,B,B,1.08375,0,,53,74,Male,2
T0005700696,4.99,D,10.0,2.65936,B,D,2.6,2,68.0,52,78,Male,3
T0005700697,47.65,,2.0,3.09594,A,B,3.2525,3,105.0,57,96,Female,1
T0005700698,15.72,E,5.0,2.5964,C,A,3.6725,1,78.0,51,65,Male,2
T0005700700,39.55,C,0.0,2.85098,A,A,2.93,1,,48,83,Female,2
T0005700703,45.53,,6.0,2.84028,C,A,2.315,2,,47,68,Female,2
T0005700704,16.53,A,2.0,2.70885,A,A,2.9225,0,52.0,52,81,Male,1
T0005700705,34.71,C,10.0,2.90103,C,B,4.295,0,,47,60,Male,2
T0005700706,36.09,B,0.0,2.61016,A,B,3.47375,0,,49,64,Male,1
T0005700707,39.31,,1.0,2.40941,B,A,2.74375,1,,47,76,Male,2
T0005700708,75.54,D,10.0,2.84382,B,A,2.85875,0,87.0,51,78,Male,3
T0005700709,31.3,B,10.0,2.5039,A,B,1.54,0,,53,72,Male,2
T0005700711,9.27,E,10.0,2.25047,C,D,3.88375,3,,45,57,Male,3
T0005700713,14.62,A,8.0,2.83429,B,A,1.73875,0,,48,77,Female,1
T0005700714,7.2,C,10.0,2.85522,A,A,1.61125,0,,49,75,Male,2
T0005700715,99.31,B,10.0,2.90583,B,A,2.2725,2,70.0,54,89,Female,2
T0005700716,24.46,A,10.0,2.61972,A,B,4.06125,0,77.0,47,75,Male,1
T0005700717,71.12,B,6.0,,,A,1.64625,1,,53,72,Male,2
T0005700718,20.88,B,10.0,2.92543,A,B,2.445,0,46.0,51,77,Female,2
T0005700721,46.71,C,4.0,3.2287,A,E,4.16375,2,68.0,47,79,Female,2
T0005700722,70.58,C,6.0,3.12613,C,A,3.01375,1,33.0,56,98,Male,2
T0005700723,74.89,A,10.0,3.09526,B,A,0.6775,2,45.0,66,108,Male,3
T0005700724,44.54,C,1.0,2.60103,A,A,1.795,2,,49,72,Male,2
T0005700725,9.5,E,0.0,2.61366,A,D,2.845,2,,48,58,Male,3
T0005700726,31.03,,10.0,2.93018,C,A,1.52,1,,51,71,Male,3
T0005700727,55.74,B,1.0,3.02252,B,A,1.945,2,53.0,55,87,Male,2
T0005700730,47.34,B,0.0,2.90775,A,C,3.3625,1,,63,94,Male,2
T0005700732,42.6,A,3.0,3.00392,A,B,2.4025,2,,53,95,Male,1
T0005700736,72.59,C,3.0,2.84733,B,A,1.73125,0,100.0,58,94,Male,3
T0005700737,20.1,E,1.0,2.70313,A,D,3.53875,3,45.0,44,58,Male,3
T0005700738,46.23,B,2.0,3.02111,C,A,4.0725,0,79.0,49,77,Male,2
T0005700739,108.6,D,7.0,3.021,B,H,3.2225,0,,49,60,Male,3
T0005700740,109.05,C,6.0,3.30005,C,A,3.88,1,61.0,56,99,Male,2
T0005700741,22.41,,0.0,2.53209,A,B,3.06375,1,38.0,45,59,Male,2
T0005700742,32.49,C,3.0,2.50787,B,B,0.805,0,,47,77,Male,3
T0005700743,61.01,,10.0,2.80384,A,A,2.26375,0,,48,63,Male,3
T0005700746,46.2,C,2.0,2.56312,C,A,1.81125,1,44.0,44,71,Male,2
T0005700747,45.68,C,10.0,3.0955,B,A,3.2725,0,,56,76,Female,2
T0005700749,73.66,C,10.0,2.866,C,A,2.4075,3,50.0,54,80,Male,2
T0005700750,9.76,,0.0,2.46142,A,B,1.07375,0,,49,60,Female,3
T0005700751,58.75,E,,2.74511,B,B,0.24,0,39.0,47,85,Male,3
T0005700752,51.57,B,9.0,2.79276,B,A,4.19875,0,,50,66,Male,2
T0005700755,31.94,C,8.0,,,B,2.69625,1,,52,68,Male,2
T0005700761,54.43,C,,,,A,2.87375,0,55.0,54,87,Male,3
T0005700764,64.19,E,10.0,,,C,2.23625,0,35.0,52,88,Male,3
T0005700765,66.99,D,8.0,2.7921,B,A,2.92875,0,38.0,49,75,Female,3
T0005700768,73.03,C,8.0,2.86694,C,A,3.54375,0,,50,62,Male,2
T0005700769,17.1,,6.0,2.79882,A,D,3.18375,0,,53,72,Male,1
T0005700773,22.29,B,10.0,2.97694,A,A,3.31,0,90.0,52,87,Male,2
T0005700776,65.04,B,10.0,,,A,4.06625,0,77.0,47,78,Male,2
T0005700777,25.76,A,7.0,,,B,2.24625,0,60.0,44,67,Male,1
T0005700778,18.85,D,10.0,2.6119,A,J,2.15,0,,48,71,Female,3
T0005700779,56.63,C,8.0,3.00059,B,A,1.4,1,,55,76,Male,2
T0005700782,93.79,A,10.0,3.21391,B,A,3.03125,0,,61,112,Female,3
T0005700784,8.02,C,10.0,,,B,3.835,2,66.0,50,81,Female,3
T0005700786,75.07,A,6.0,3.31607,C,B,2.1375,1,,56,87,Male,1
T0005700787,38.37,C,4.0,2.72896,C,A,2.87375,0,,56,72,Male,2
T0005700788,63.9,C,4.0,2.846,C,A,1.2875,0,,48,61,Male,2
T0005700791,36.82,B,8.0,,,H,4.25625,2,83.0,56,79,Male,2
T0005700793,65.38,A,2.0,,,A,0.90875,0,,48,64,Male,3
T0005700795,25.02,,10.0,2.87391,A,B,4.36875,0,71.0,48,66,Female,3
T0005700796,52.31,E,6.0,,,A,1.7625,1,104.0,53,82,Female,3
T0005700797,66.42,C,8.0,2.70187,C,A,2.58,1,,47,72,Male,2
T0005700798,63.31,B,10.0,2.95484,B,A,2.82375,0,40.0,51,83,Male,3
T0005700799,45.46,B,1.0,3.20256,A,A,2.365,0,37.0,59,102,Male,2
T0005700803,75.85,B,2.0,3.00558,B,A,4.00875,0,,51,62,Male,2
T0005700807,24.31,,7.0,,,A,4.18125,2,,51,79,Female,2
T0005700808,78.11,D,3.0,3.93075,B,A,4.845,2,49.0,58,74,Female,3
T0005700812,45.19,C,10.0,2.95213,C,A,3.64125,2,38.0,48,73,Male,2
T0005700814,34.91,A,4.0,2.69827,C,A,1.45875,4,,50,75,Male,1
T0005700815,15.19,E,10.0,2.76263,A,E,3.265,0,,54,76,Male,2
T0005700816,12.68,C,1.0,,,A,2.98875,0,,54,84,Male,3
T0005700817,23.63,D,,2.64648,B,C,2.15,2,109.0,51,65,Female,3
T0005700819,51.95,C,4.0,,,A,2.97375,0,89.0,49,66,Male,2
T0005700820,22.86,C,6.0,2.75162,A,A,3.3975,2,42.0,53,75,Female,3
T0005700822,36.22,A,2.0,2.50931,A,A,3.115,0,52.0,48,65,Male,1
T0005700823,15.79,C,9.0,2.70528,A,A,2.0325,0,,51,81,Female,2
T0005700824,15.87,B,1.0,,,F,4.7775,0,42.0,43,60,Male,3
T0005700825,28.88,B,10.0,2.51464,C,A,1.3325,0,71.0,52,71,Male,2
T0005700826,75.47,C,10.0,2.85549,C,A,2.57875,0,34.0,56,94,Male,2
T0005700828,30.62,D,0.0,2.69573,B,A,1.5725,0,84.0,48,72,Male,3
T0005700829,87.06,A,10.0,3.1699,C,B,2.84875,1,,47,72,Male,1
T0005700830,54.88,E,0.0,2.77415,B,A,2.7625,3,37.0,51,65,Male,3
T0005700831,62.82,C,7.0,2.73392,C,A,3.51875,0,,49,76,Female,2
T0005700832,14.96,C,,2.33744,C,B,4.0375,0,,44,60,Male,3
T0005700833,72.85,,10.0,2.95417,B,A,1.76875,3,,61,93,Female,2
T0005700834,13.39,B,1.0,2.65997,A,E,3.91875,1,50.0,54,74,Female,2
T0005700835,82.62,E,10.0,,,A,1.575,1,40.0,47,78,Male,3
T0005700836,69.81,A,0.0,2.98425,B,A,2.645,0,37.0,52,80,Female,1
T0005700837,9.17,D,5.0,3.34389,A,A,4.1,0,,45,77,Male,3
T0005700839,7.49,D,5.0,2.35816,B,A,4.46875,0,45.0,46,61,Male,3
T0005700840,38.03,B,10.0,3.0488,B,A,1.0675,0,,50,66,Male,1
T0005700841,55.77,A,10.0,3.1464,A,A,3.38,0,,52,81,Male,1
T0005700842,43.62,C,4.0,,,D,4.2525,0,109.0,54,72,Male,2
T0005700844,70.67,A,4.0,2.87929,B,B,3.43125,1,33.0,47,70,Male,3
T0005700845,58.14,A,10.0,2.81914,A,A,2.985,0,,49,75,Male,1
T0005700846,26.07,D,2.0,2.45145,B,J,4.27125,1,60.0,44,54,Male,3
T0005700849,55.26,D,10.0,2.73851,B,A,2.105,3,,49,67,Male,3
T0005700850,46.82,A,,2.77277,B,A,4.285,0,93.0,43,58,Male,1
T0005700851,98.22,C,10.0,,,B,2.3225,0,72.0,47,68,Male,2
T0005700853,28.97,C,8.0,2.62025,A,A,3.8625,0,,50,63,Male,2
T0005700858,55.9,,6.0,3.07672,B,A,3.8525,0,59.0,55,77,Female,3
T0005700862,52.88,A,5.0,2.69441,C,A,1.3,1,64.0,57,72,Male,3
T0005700864,30.09,C,3.0,2.81805,B,A,4.5725,0,,48,59,Male,3
T0005700865,23.17,E,3.0,2.81066,B,B,4.25625,1,53.0,51,93,Male,2
T0005700867,39.62,D,10.0,2.52082,B,A,0.55625,2,54.0,56,82,Male,3
T0005700868,48.75,C,6.0,2.68103,B,C,1.8525,1,102.0,55,79,Male,3
T0005700869,26.78,A,3.0,2.35007,B,A,2.27125,0,,46,57,Male,1
T0005700871,19.21,D,,,,D,0.985,0,40.0,49,64,Female,3
T0005700872,26.3,C,5.0,,,C,3.09,0,54.0,47,69,Female,2
T0005700873,61.83,,10.0,2.97407,C,A,4.195,0,56.0,44,62,Male,2
T0005700877,22.04,B,8.0,2.53716,A,B,1.63,0,,50,61,Male,2
T0005700880,23.63,C,3.0,2.46413,B,A,2.25,1,63.0,55,83,Male,2
T0005700883,31.52,C,10.0,2.5123,C,A,2.735,1,,51,69,Female,2
T0005700886,59.04,A,2.0,2.97855,C,A,3.19875,2,60.0,53,78,Female,3
T0005700887,85.02,C,7.0,2.81723,B,A,2.8225,0,,51,76,Female,3
T0005700890,37.9,E,6.0,2.85639,B,A,1.82875,2,69.0,50,93,Male,2
T0005700891,48.72,D,2.0,2.85038,C,A,2.7025,0,,50,63,Female,3
T0005700894,59.47,,4.0,2.64739,C,B,0.55375,0,,55,76,Male,2
T0005700898,27.66,A,1.0,2.90456,A,A,2.955,0,112.0,54,91,Female,1
T0005700901,81.53,,0.0,2.77291,B,A,3.065,0,56.0,55,90,Female,1
T0005700903,18.02,B,5.0,2.57709,A,A,2.295,0,,59,91,Male,2
T0005700907,52.13,B,4.0,2.92756,B,B,3.51125,0,57.0,48,61,Male,2
T0005700908,16.76,B,2.0,2.60899,B,B,3.65,1,,54,72,Female,1
