ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
8267,406,4 - Management,30,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8268,420,3 - Senior,23,Software,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
8269,360,1 - Junior,21,Systems,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
8270,267,2 - Regular,14,Systems,Issue,2 - Normal,1 - Low,6,0 - Unknown
8271,1569,3 - Senior,21,Software,Request,3 - Major,0 - Unassigned,4,0 - Unknown
8272,1083,1 - Junior,37,Systems,Issue,2 - Normal,1 - Low,5,0 - Unknown
8273,687,1 - Junior,15,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
8274,639,2 - Regular,5,Software,Request,2 - Normal,1 - Low,6,1 - Unsatisfied
8275,1459,1 - Junior,22,Systems,Request,2 - Normal,3 - High,20,3 - Highly satisfied
8276,235,3 - Senior,7,Hardware,Issue,2 - Normal,0 - Unassigned,15,2 - Satisfied
8277,626,1 - Junior,9,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
8278,1905,3 - Senior,50,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
8279,1095,2 - Regular,49,Systems,Request,2 - Normal,3 - High,20,3 - Highly satisfied
8280,1776,4 - Management,19,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8281,1994,1 - Junior,9,Software,Request,2 - Normal,1 - Low,19,1 - Unsatisfied
8282,1574,1 - Junior,49,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
8283,1574,1 - Junior,21,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
8284,1043,2 - Regular,43,Systems,Issue,2 - Normal,2 - Medium,3,3 - Highly satisfied
8285,792,1 - Junior,23,Software,Request,3 - Major,1 - Low,6,3 - Highly satisfied
8286,1331,2 - Regular,19,Software,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
8287,1013,4 - Management,32,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
8288,1224,3 - Senior,45,Hardware,Request,2 - Normal,1 - Low,12,0 - Unknown
8289,915,3 - Senior,4,Systems,Request,2 - Normal,1 - Low,18,1 - Unsatisfied
8290,1588,2 - Regular,50,Systems,Request,2 - Normal,0 - Unassigned,14,0 - Unknown
8291,991,2 - Regular,35,Hardware,Issue,2 - Normal,3 - High,7,1 - Unsatisfied
8292,81,1 - Junior,32,Systems,Issue,1 - Minor,0 - Unassigned,1,2 - Satisfied
8293,356,2 - Regular,40,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
8294,1224,3 - Senior,6,Systems,Request,2 - Normal,1 - Low,18,3 - Highly satisfied
8295,806,3 - Senior,3,Systems,Request,2 - Normal,3 - High,24,0 - Unknown
8296,140,1 - Junior,37,Hardware,Issue,3 - Major,1 - Low,17,3 - Highly satisfied
8297,550,1 - Junior,22,Software,Issue,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
8298,1865,3 - Senior,28,Software,Request,2 - Normal,0 - Unassigned,9,1 - Unsatisfied
8299,345,1 - Junior,27,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
8300,1959,2 - Regular,34,Systems,Request,3 - Major,0 - Unassigned,6,0 - Unknown
8301,277,2 - Regular,18,Hardware,Request,2 - Normal,2 - Medium,33,3 - Highly satisfied
8302,1114,4 - Management,50,Systems,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
8303,927,3 - Senior,47,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8304,280,2 - Regular,13,Hardware,Request,2 - Normal,3 - High,26,1 - Unsatisfied
8305,1998,1 - Junior,33,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8306,1204,1 - Junior,2,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
8307,738,2 - Regular,5,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
8308,1155,1 - Junior,17,Access/Login,Issue,2 - Normal,2 - Medium,0,2 - Satisfied
8309,1187,1 - Junior,18,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
8310,141,3 - Senior,41,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
8311,368,1 - Junior,10,Systems,Request,2 - Normal,1 - Low,11,2 - Satisfied
8312,1623,2 - Regular,41,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8313,411,2 - Regular,37,Software,Issue,1 - Minor,1 - Low,5,2 - Satisfied
8314,75,2 - Regular,19,Software,Issue,2 - Normal,3 - High,2,0 - Unknown
8315,731,4 - Management,37,Software,Request,2 - Normal,2 - Medium,2,3 - Highly satisfied
8316,37,1 - Junior,36,Hardware,Request,2 - Normal,3 - High,12,0 - Unknown
8317,1539,1 - Junior,14,Software,Request,2 - Normal,3 - High,5,2 - Satisfied
8318,1979,4 - Management,28,Access/Login,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
8319,554,2 - Regular,45,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
8320,964,4 - Management,25,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
8321,1844,2 - Regular,28,Systems,Request,2 - Normal,3 - High,17,2 - Satisfied
8322,1107,2 - Regular,9,Access/Login,Request,4 - Critical,3 - High,1,3 - Highly satisfied
8323,274,2 - Regular,44,Systems,Request,2 - Normal,2 - Medium,5,1 - Unsatisfied
8324,1471,3 - Senior,14,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
8325,656,2 - Regular,21,Software,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
8326,1488,1 - Junior,36,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8327,1127,2 - Regular,29,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8328,1376,2 - Regular,36,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
8329,1346,1 - Junior,38,Systems,Request,2 - Normal,3 - High,9,1 - Unsatisfied
8330,1105,2 - Regular,17,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
8331,437,1 - Junior,20,Systems,Request,3 - Major,2 - Medium,17,2 - Satisfied
8332,1136,2 - Regular,42,Access/Login,Request,3 - Major,1 - Low,0,3 - Highly satisfied
8333,242,4 - Management,21,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
8334,1061,2 - Regular,1,Systems,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
8335,62,1 - Junior,5,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
8336,1361,4 - Management,12,Hardware,Request,2 - Normal,0 - Unassigned,14,2 - Satisfied
8337,704,2 - Regular,38,Systems,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
8338,612,3 - Senior,43,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
8339,105,4 - Management,17,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
8340,994,4 - Management,27,Hardware,Request,2 - Normal,3 - High,12,0 - Unknown
8341,1263,3 - Senior,47,Systems,Request,2 - Normal,2 - Medium,7,0 - Unknown
8342,106,1 - Junior,43,Software,Issue,2 - Normal,1 - Low,2,3 - Highly satisfied
8343,842,2 - Regular,42,Hardware,Request,2 - Normal,3 - High,10,3 - Highly satisfied
8344,1637,3 - Senior,44,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
8345,1642,3 - Senior,39,Systems,Request,2 - Normal,3 - High,15,2 - Satisfied
8346,1765,2 - Regular,41,Software,Request,1 - Minor,1 - Low,5,1 - Unsatisfied
8347,1976,4 - Management,8,Software,Request,2 - Normal,3 - High,4,2 - Satisfied
8348,592,3 - Senior,39,Hardware,Request,2 - Normal,0 - Unassigned,32,0 - Unknown
8349,86,2 - Regular,27,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
8350,1446,2 - Regular,16,Hardware,Request,2 - Normal,3 - High,10,2 - Satisfied
8351,1963,2 - Regular,21,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
8352,1927,2 - Regular,20,Systems,Request,2 - Normal,3 - High,10,0 - Unknown
8353,566,4 - Management,48,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
8354,1010,3 - Senior,50,Systems,Request,2 - Normal,0 - Unassigned,14,0 - Unknown
8355,1439,1 - Junior,2,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
8356,773,2 - Regular,18,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
8357,1970,2 - Regular,8,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8358,1211,2 - Regular,27,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
8359,1872,1 - Junior,16,Systems,Request,2 - Normal,2 - Medium,6,2 - Satisfied
8360,1904,1 - Junior,48,Systems,Request,2 - Normal,0 - Unassigned,14,0 - Unknown
8361,700,3 - Senior,33,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
8362,1690,4 - Management,8,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
8363,1398,4 - Management,5,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
8364,1758,2 - Regular,6,Access/Login,Request,3 - Major,3 - High,1,0 - Unknown
8365,182,4 - Management,40,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
8366,434,3 - Senior,40,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
8367,1544,2 - Regular,43,Hardware,Issue,2 - Normal,3 - High,5,0 - Unknown
8368,307,4 - Management,50,Systems,Issue,2 - Normal,3 - High,7,0 - Unknown
8369,1668,1 - Junior,33,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
8370,539,3 - Senior,41,Hardware,Request,2 - Normal,3 - High,11,2 - Satisfied
8371,1351,2 - Regular,35,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
8372,1095,2 - Regular,23,Systems,Request,2 - Normal,2 - Medium,17,3 - Highly satisfied
8373,888,4 - Management,48,Systems,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
8374,859,3 - Senior,26,Software,Request,3 - Major,0 - Unassigned,5,3 - Highly satisfied
8375,1234,3 - Senior,9,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
8376,1963,2 - Regular,18,Access/Login,Request,1 - Minor,3 - High,0,1 - Unsatisfied
8377,1085,2 - Regular,43,Software,Issue,2 - Normal,1 - Low,0,0 - Unknown
8378,925,2 - Regular,28,Systems,Request,2 - Normal,0 - Unassigned,16,1 - Unsatisfied
8379,93,4 - Management,43,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
8380,282,2 - Regular,33,Systems,Issue,2 - Normal,2 - Medium,5,0 - Unknown
8381,12,1 - Junior,10,Systems,Request,2 - Normal,1 - Low,20,1 - Unsatisfied
8382,1152,4 - Management,50,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8383,560,2 - Regular,37,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8384,984,2 - Regular,32,Systems,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
8385,704,2 - Regular,40,Hardware,Request,2 - Normal,2 - Medium,30,0 - Unknown
8386,1124,2 - Regular,14,Hardware,Request,2 - Normal,3 - High,12,1 - Unsatisfied
8387,775,2 - Regular,37,Hardware,Request,2 - Normal,3 - High,13,3 - Highly satisfied
8388,923,4 - Management,46,Access/Login,Request,3 - Major,0 - Unassigned,0,0 - Unknown
8389,580,3 - Senior,38,Systems,Issue,3 - Major,3 - High,1,3 - Highly satisfied
8390,1208,4 - Management,28,Software,Request,2 - Normal,3 - High,11,0 - Unknown
8391,1787,3 - Senior,39,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8392,67,4 - Management,2,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
8393,11,2 - Regular,40,Systems,Issue,3 - Major,3 - High,4,0 - Unknown
8394,1685,2 - Regular,14,Systems,Request,2 - Normal,0 - Unassigned,13,1 - Unsatisfied
8395,1941,2 - Regular,45,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
8396,1359,3 - Senior,8,Access/Login,Issue,3 - Major,2 - Medium,0,3 - Highly satisfied
8397,1708,1 - Junior,29,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
8398,1491,2 - Regular,4,Systems,Request,2 - Normal,3 - High,24,0 - Unknown
8399,1612,2 - Regular,42,Software,Issue,2 - Normal,3 - High,3,2 - Satisfied
8400,305,1 - Junior,3,Software,Request,2 - Normal,2 - Medium,17,1 - Unsatisfied
8401,1841,2 - Regular,47,Software,Request,2 - Normal,2 - Medium,3,2 - Satisfied
8402,1736,1 - Junior,26,Systems,Request,2 - Normal,2 - Medium,9,1 - Unsatisfied
8403,534,1 - Junior,3,Systems,Request,3 - Major,0 - Unassigned,24,1 - Unsatisfied
8404,1594,3 - Senior,48,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
8405,1602,3 - Senior,45,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
8406,1108,4 - Management,25,Systems,Issue,2 - Normal,3 - High,3,1 - Unsatisfied
8407,1353,2 - Regular,2,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
8408,452,2 - Regular,19,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8409,932,4 - Management,33,Access/Login,Request,2 - Normal,1 - Low,1,0 - Unknown
8410,926,2 - Regular,15,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
8411,1748,2 - Regular,41,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
8412,167,4 - Management,21,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
8413,350,3 - Senior,26,Software,Request,2 - Normal,3 - High,6,3 - Highly satisfied
8414,899,1 - Junior,39,Hardware,Issue,2 - Normal,1 - Low,21,1 - Unsatisfied
8415,62,1 - Junior,31,Systems,Issue,2 - Normal,0 - Unassigned,3,0 - Unknown
8416,1074,2 - Regular,46,Software,Request,2 - Normal,3 - High,8,3 - Highly satisfied
8417,780,3 - Senior,37,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
8418,1791,4 - Management,43,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
8419,749,3 - Senior,4,Software,Request,2 - Normal,3 - High,14,2 - Satisfied
8420,1890,4 - Management,49,Access/Login,Issue,2 - Normal,2 - Medium,2,0 - Unknown
8421,197,2 - Regular,6,Systems,Request,2 - Normal,0 - Unassigned,22,3 - Highly satisfied
8422,1525,3 - Senior,43,Systems,Issue,1 - Minor,2 - Medium,1,0 - Unknown
8423,1134,2 - Regular,38,Systems,Issue,2 - Normal,1 - Low,18,0 - Unknown
8424,246,4 - Management,44,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
8425,1062,2 - Regular,9,Systems,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
8426,1683,2 - Regular,32,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
8427,1335,4 - Management,13,Systems,Request,1 - Minor,3 - High,21,1 - Unsatisfied
8428,377,3 - Senior,38,Systems,Issue,2 - Normal,0 - Unassigned,4,2 - Satisfied
8429,1617,4 - Management,44,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8430,785,1 - Junior,24,Systems,Request,1 - Minor,0 - Unassigned,12,0 - Unknown
8431,641,2 - Regular,4,Software,Issue,2 - Normal,1 - Low,12,0 - Unknown
8432,1179,4 - Management,44,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
8433,113,4 - Management,16,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
8434,1717,3 - Senior,40,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
8435,29,2 - Regular,39,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8436,1713,4 - Management,8,Software,Request,2 - Normal,3 - High,2,1 - Unsatisfied
8437,896,2 - Regular,7,Systems,Issue,2 - Normal,0 - Unassigned,8,0 - Unknown
8438,1500,4 - Management,21,Software,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
8439,1279,1 - Junior,40,Systems,Request,2 - Normal,1 - Low,19,3 - Highly satisfied
8440,1998,1 - Junior,37,Systems,Request,2 - Normal,2 - Medium,6,2 - Satisfied
8441,1682,3 - Senior,37,Software,Issue,2 - Normal,0 - Unassigned,3,0 - Unknown
8442,500,2 - Regular,43,Systems,Issue,2 - Normal,0 - Unassigned,2,0 - Unknown
8443,543,1 - Junior,38,Hardware,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
8444,544,2 - Regular,36,Software,Request,2 - Normal,3 - High,2,2 - Satisfied
8445,1814,1 - Junior,45,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8446,1719,1 - Junior,34,Systems,Request,2 - Normal,1 - Low,5,0 - Unknown
8447,1310,2 - Regular,6,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
8448,188,2 - Regular,28,Software,Issue,2 - Normal,0 - Unassigned,7,0 - Unknown
8449,1056,2 - Regular,11,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8450,1435,3 - Senior,42,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
8451,1465,2 - Regular,24,Systems,Request,2 - Normal,2 - Medium,5,2 - Satisfied
8452,1385,3 - Senior,28,Systems,Request,2 - Normal,3 - High,15,0 - Unknown
8453,331,2 - Regular,16,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
8454,1033,2 - Regular,35,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8455,831,2 - Regular,13,Hardware,Request,2 - Normal,0 - Unassigned,29,2 - Satisfied
8456,219,4 - Management,19,Systems,Issue,2 - Normal,3 - High,3,0 - Unknown
8457,177,3 - Senior,14,Software,Issue,2 - Normal,3 - High,3,2 - Satisfied
8458,531,3 - Senior,48,Software,Issue,2 - Normal,3 - High,2,0 - Unknown
8459,873,3 - Senior,30,Hardware,Issue,2 - Normal,0 - Unassigned,5,0 - Unknown
8460,370,2 - Regular,7,Systems,Issue,3 - Major,2 - Medium,10,3 - Highly satisfied
8461,1054,2 - Regular,15,Systems,Issue,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
8462,1403,1 - Junior,36,Software,Issue,2 - Normal,2 - Medium,4,3 - Highly satisfied
8463,502,2 - Regular,2,Systems,Request,2 - Normal,2 - Medium,5,0 - Unknown
8464,1870,4 - Management,30,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
8465,171,4 - Management,43,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
8466,828,3 - Senior,6,Systems,Request,2 - Normal,3 - High,17,0 - Unknown
8467,1404,2 - Regular,37,Systems,Request,2 - Normal,0 - Unassigned,17,3 - Highly satisfied
8468,1999,2 - Regular,12,Systems,Request,2 - Normal,2 - Medium,18,2 - Satisfied
8469,1213,1 - Junior,46,Systems,Issue,2 - Normal,2 - Medium,6,0 - Unknown
8470,287,4 - Management,4,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
8471,983,2 - Regular,48,Hardware,Request,2 - Normal,0 - Unassigned,11,1 - Unsatisfied
8472,708,3 - Senior,35,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8473,404,2 - Regular,14,Systems,Request,2 - Normal,2 - Medium,11,2 - Satisfied
8474,1438,2 - Regular,23,Systems,Request,2 - Normal,2 - Medium,9,0 - Unknown
8475,664,2 - Regular,1,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8476,797,2 - Regular,34,Hardware,Request,2 - Normal,1 - Low,10,0 - Unknown
8477,1526,3 - Senior,40,Systems,Issue,1 - Minor,0 - Unassigned,1,0 - Unknown
8478,1647,1 - Junior,12,Systems,Request,2 - Normal,1 - Low,8,2 - Satisfied
8479,274,2 - Regular,3,Systems,Request,2 - Normal,2 - Medium,19,0 - Unknown
8480,152,2 - Regular,39,Hardware,Request,2 - Normal,1 - Low,28,0 - Unknown
8481,1071,4 - Management,18,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
8482,1754,1 - Junior,24,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
8483,1454,3 - Senior,37,Software,Request,2 - Normal,0 - Unassigned,4,1 - Unsatisfied
8484,1824,2 - Regular,7,Software,Issue,2 - Normal,0 - Unassigned,2,1 - Unsatisfied
8485,814,3 - Senior,44,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
8486,698,4 - Management,28,Access/Login,Request,3 - Major,3 - High,0,2 - Satisfied
8487,1390,3 - Senior,29,Systems,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
8488,161,2 - Regular,22,Software,Request,2 - Normal,1 - Low,14,2 - Satisfied
8489,39,4 - Management,24,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
8490,1613,3 - Senior,12,Software,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
8491,932,4 - Management,1,Systems,Request,2 - Normal,0 - Unassigned,19,0 - Unknown
8492,196,3 - Senior,38,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
8493,821,1 - Junior,6,Systems,Request,2 - Normal,3 - High,21,3 - Highly satisfied
8494,644,4 - Management,17,Software,Issue,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
8495,1180,4 - Management,16,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
8496,55,3 - Senior,3,Systems,Request,2 - Normal,2 - Medium,20,0 - Unknown
8497,1408,1 - Junior,15,Systems,Request,2 - Normal,2 - Medium,7,3 - Highly satisfied
8498,981,4 - Management,12,Systems,Request,2 - Normal,3 - High,9,2 - Satisfied
8499,494,2 - Regular,11,Software,Request,2 - Normal,2 - Medium,22,2 - Satisfied
8500,586,4 - Management,23,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8501,862,4 - Management,32,Systems,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
8502,1615,2 - Regular,41,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
8503,280,2 - Regular,20,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
8504,1203,3 - Senior,30,Software,Request,2 - Normal,3 - High,3,2 - Satisfied
8505,211,1 - Junior,48,Systems,Issue,2 - Normal,1 - Low,13,1 - Unsatisfied
8506,256,2 - Regular,17,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
8507,622,2 - Regular,28,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
8508,1436,3 - Senior,39,Systems,Issue,2 - Normal,3 - High,8,1 - Unsatisfied
8509,1573,1 - Junior,38,Systems,Issue,3 - Major,0 - Unassigned,4,2 - Satisfied
8510,1120,4 - Management,14,Access/Login,Request,4 - Critical,0 - Unassigned,1,1 - Unsatisfied
8511,686,1 - Junior,23,Software,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
8512,1615,2 - Regular,47,Systems,Issue,2 - Normal,0 - Unassigned,4,0 - Unknown
8513,1874,1 - Junior,24,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
8514,1257,4 - Management,28,Systems,Request,2 - Normal,3 - High,14,0 - Unknown
8515,1522,2 - Regular,15,Software,Issue,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
8516,762,1 - Junior,32,Access/Login,Issue,2 - Normal,0 - Unassigned,2,1 - Unsatisfied
8517,742,2 - Regular,33,Software,Request,2 - Normal,1 - Low,18,1 - Unsatisfied
8518,1700,1 - Junior,13,Software,Issue,4 - Critical,0 - Unassigned,7,0 - Unknown
8519,791,4 - Management,9,Software,Request,2 - Normal,3 - High,6,2 - Satisfied
8520,1362,2 - Regular,19,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8521,529,2 - Regular,32,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8522,971,1 - Junior,4,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
8523,1509,3 - Senior,19,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
8524,621,3 - Senior,35,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8525,834,1 - Junior,46,Hardware,Request,2 - Normal,0 - Unassigned,26,3 - Highly satisfied
8526,854,4 - Management,6,Access/Login,Issue,2 - Normal,3 - High,1,0 - Unknown
8527,1502,3 - Senior,43,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
8528,1726,3 - Senior,13,Systems,Request,3 - Major,3 - High,14,1 - Unsatisfied
8529,348,1 - Junior,8,Systems,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
8530,434,3 - Senior,29,Hardware,Request,2 - Normal,0 - Unassigned,11,3 - Highly satisfied
8531,919,2 - Regular,34,Software,Request,3 - Major,0 - Unassigned,3,3 - Highly satisfied
8532,903,3 - Senior,21,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
8533,1715,3 - Senior,38,Access/Login,Issue,4 - Critical,0 - Unassigned,0,3 - Highly satisfied
8534,1777,3 - Senior,13,Software,Request,2 - Normal,3 - High,18,1 - Unsatisfied
8535,1058,4 - Management,21,Software,Request,2 - Normal,3 - High,4,0 - Unknown
8536,962,1 - Junior,25,Systems,Request,1 - Minor,1 - Low,14,2 - Satisfied
8537,158,2 - Regular,29,Hardware,Request,2 - Normal,1 - Low,19,3 - Highly satisfied
8538,1639,1 - Junior,43,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8539,319,1 - Junior,5,Systems,Request,2 - Normal,1 - Low,17,2 - Satisfied
8540,1000,3 - Senior,9,Software,Request,2 - Normal,3 - High,4,0 - Unknown
8541,1697,2 - Regular,46,Hardware,Request,2 - Normal,1 - Low,28,1 - Unsatisfied
8542,238,1 - Junior,24,Software,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
8543,799,3 - Senior,15,Systems,Issue,2 - Normal,2 - Medium,4,2 - Satisfied
8544,102,2 - Regular,4,Software,Request,2 - Normal,0 - Unassigned,19,1 - Unsatisfied
8545,1362,2 - Regular,9,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
8546,1956,2 - Regular,25,Software,Issue,2 - Normal,2 - Medium,5,0 - Unknown
8547,1277,3 - Senior,50,Hardware,Request,2 - Normal,3 - High,34,0 - Unknown
8548,1450,2 - Regular,50,Systems,Request,2 - Normal,3 - High,16,1 - Unsatisfied
8549,1645,2 - Regular,44,Systems,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
8550,1167,2 - Regular,43,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
8551,911,1 - Junior,14,Access/Login,Issue,2 - Normal,1 - Low,2,0 - Unknown
8552,199,2 - Regular,48,Access/Login,Request,2 - Normal,1 - Low,1,0 - Unknown
8553,1079,1 - Junior,19,Software,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
8554,178,2 - Regular,13,Systems,Request,2 - Normal,3 - High,15,1 - Unsatisfied
8555,1271,2 - Regular,27,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8556,308,1 - Junior,7,Systems,Request,2 - Normal,0 - Unassigned,21,2 - Satisfied
8557,1812,4 - Management,29,Systems,Issue,1 - Minor,3 - High,1,3 - Highly satisfied
8558,1074,2 - Regular,25,Systems,Request,2 - Normal,3 - High,27,2 - Satisfied
8559,456,1 - Junior,30,Systems,Request,2 - Normal,1 - Low,16,3 - Highly satisfied
8560,1137,2 - Regular,42,Hardware,Issue,2 - Normal,3 - High,6,3 - Highly satisfied
