age,job,salary,marital,education,targeted,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
29,technician,60000,married,secondary,yes,no,84,yes,no,unknown,15,may,222,12,-1,0,unknown,no
27,technician,60000,married,secondary,yes,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,no
52,blue-collar,20000,married,primary,yes,no,238,yes,no,unknown,15,may,734,5,-1,0,unknown,no
58,management,100000,married,tertiary,yes,no,2360,no,no,unknown,15,may,177,3,-1,0,unknown,no
39,blue-collar,20000,single,primary,yes,no,-21,no,no,unknown,15,may,121,3,-1,0,unknown,no
52,technician,60000,divorced,secondary,yes,no,409,yes,no,unknown,15,may,73,7,-1,0,unknown,no
60,retired,55000,married,primary,yes,no,894,yes,no,unknown,15,may,65,7,-1,0,unknown,no
52,services,70000,married,secondary,yes,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no
45,admin.,50000,married,secondary,yes,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,no
58,blue-collar,20000,married,primary,yes,no,2547,no,no,unknown,15,may,174,4,-1,0,unknown,no
56,entrepreneur,120000,married,tertiary,yes,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no
51,blue-collar,20000,married,secondary,yes,no,1414,yes,no,unknown,15,may,241,2,-1,0,unknown,no
50,blue-collar,20000,married,secondary,yes,no,6258,yes,no,unknown,15,may,139,7,-1,0,unknown,no
39,self-employed,60000,married,tertiary,yes,no,-176,yes,no,unknown,15,may,156,13,-1,0,unknown,no
58,management,100000,divorced,tertiary,no,no,1533,no,no,unknown,15,may,137,2,-1,0,unknown,no
51,self-employed,60000,single,secondary,yes,no,1640,yes,no,unknown,15,may,67,4,-1,0,unknown,no
45,blue-collar,20000,married,primary,yes,no,91,yes,no,unknown,15,may,239,2,-1,0,unknown,no
41,management,100000,single,tertiary,no,no,480,yes,no,unknown,15,may,178,2,-1,0,unknown,no
28,blue-collar,20000,single,primary,yes,no,643,yes,no,unknown,15,may,297,1,-1,0,unknown,no
51,blue-collar,20000,married,unknown,no,no,2547,yes,no,unknown,15,may,491,2,-1,0,unknown,no
45,blue-collar,20000,married,unknown,no,no,110,yes,no,unknown,15,may,377,4,-1,0,unknown,no
46,admin.,50000,married,secondary,yes,no,35,no,no,unknown,16,may,84,2,-1,0,unknown,no
43,management,100000,single,secondary,yes,no,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown,no
53,retired,55000,married,secondary,yes,no,1139,yes,no,unknown,16,may,107,6,-1,0,unknown,no
50,admin.,50000,divorced,secondary,yes,no,1332,yes,no,unknown,16,may,95,3,-1,0,unknown,no
55,technician,60000,married,secondary,yes,no,0,yes,no,unknown,16,may,248,3,-1,0,unknown,no
52,blue-collar,20000,married,primary,yes,no,779,yes,no,unknown,16,may,30,3,-1,0,unknown,no
53,admin.,50000,married,primary,yes,no,228,yes,no,unknown,16,may,97,1,-1,0,unknown,no
51,blue-collar,20000,married,secondary,yes,no,22,yes,no,unknown,16,may,336,2,-1,0,unknown,no
31,admin.,50000,single,secondary,yes,no,0,yes,no,unknown,16,may,28,4,-1,0,unknown,no
41,technician,60000,single,secondary,yes,no,2919,yes,no,unknown,16,may,329,3,-1,0,unknown,no
39,blue-collar,20000,married,primary,yes,no,186,yes,no,unknown,16,may,208,3,-1,0,unknown,no
60,management,100000,divorced,secondary,yes,no,773,yes,yes,unknown,16,may,597,22,-1,0,unknown,no
39,technician,60000,married,unknown,no,no,880,yes,no,unknown,16,may,29,1,-1,0,unknown,no
41,management,100000,married,secondary,yes,no,218,yes,no,unknown,16,may,247,1,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,512,yes,no,unknown,16,may,343,1,-1,0,unknown,no
40,blue-collar,20000,single,secondary,yes,no,1101,yes,no,unknown,16,may,214,1,-1,0,unknown,no
29,blue-collar,20000,married,secondary,yes,no,1956,yes,no,unknown,16,may,266,6,-1,0,unknown,no
32,admin.,50000,married,secondary,yes,no,0,no,no,unknown,16,may,137,1,-1,0,unknown,no
45,blue-collar,20000,divorced,primary,yes,no,104,yes,no,unknown,16,may,206,4,-1,0,unknown,no
32,technician,60000,divorced,secondary,yes,no,75,no,no,unknown,16,may,129,1,-1,0,unknown,no
31,housemaid,16000,single,secondary,yes,no,1301,yes,no,unknown,16,may,69,15,-1,0,unknown,no
58,retired,55000,divorced,primary,yes,no,6,no,no,unknown,16,may,228,1,-1,0,unknown,no
40,technician,60000,married,secondary,yes,no,75,yes,no,unknown,16,may,259,1,-1,0,unknown,no
40,services,70000,married,primary,yes,no,44,yes,no,unknown,16,may,144,1,-1,0,unknown,no
36,services,70000,single,unknown,no,no,281,yes,no,unknown,16,may,515,1,-1,0,unknown,yes
40,admin.,50000,married,secondary,yes,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown,no
35,management,100000,single,tertiary,no,no,205,yes,no,unknown,16,may,512,1,-1,0,unknown,no
39,blue-collar,20000,married,primary,yes,no,2133,yes,yes,unknown,16,may,179,1,-1,0,unknown,no
39,technician,60000,married,tertiary,yes,no,94,yes,yes,unknown,16,may,813,1,-1,0,unknown,yes
30,self-employed,60000,single,tertiary,no,no,901,yes,yes,unknown,16,may,601,1,-1,0,unknown,no
57,management,100000,married,tertiary,yes,no,3431,yes,no,unknown,16,may,73,1,-1,0,unknown,no
60,services,70000,married,secondary,yes,no,8837,yes,no,unknown,16,may,144,4,-1,0,unknown,no
55,technician,60000,married,secondary,yes,no,726,yes,no,unknown,16,may,271,1,-1,0,unknown,no
40,technician,60000,married,secondary,yes,no,26,yes,no,unknown,16,may,230,3,-1,0,unknown,no
27,student,4000,single,tertiary,no,no,66,yes,no,unknown,16,may,456,1,-1,0,unknown,no
40,admin.,50000,married,secondary,yes,no,2523,yes,no,unknown,16,may,75,1,-1,0,unknown,no
28,management,100000,married,tertiary,yes,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,no
32,management,100000,married,tertiary,yes,no,0,yes,no,unknown,16,may,387,1,-1,0,unknown,no
53,management,100000,single,secondary,yes,no,5558,yes,no,unknown,16,may,286,3,-1,0,unknown,no
29,admin.,50000,single,secondary,yes,no,-507,yes,no,unknown,16,may,286,1,-1,0,unknown,no
29,technician,60000,single,tertiary,no,no,47,yes,no,unknown,16,may,111,11,-1,0,unknown,no
45,self-employed,60000,married,unknown,no,no,-257,no,no,unknown,16,may,448,2,-1,0,unknown,no
32,management,100000,married,secondary,yes,no,1423,yes,no,unknown,16,may,223,3,-1,0,unknown,no
47,services,70000,married,secondary,yes,no,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
40,services,70000,married,secondary,yes,no,1688,no,no,unknown,16,may,93,1,-1,0,unknown,no
33,services,70000,single,secondary,yes,no,0,yes,no,unknown,16,may,212,1,-1,0,unknown,no
55,housemaid,16000,married,primary,yes,no,1000,yes,no,unknown,16,may,178,1,-1,0,unknown,no
31,blue-collar,20000,single,secondary,yes,no,0,yes,yes,unknown,16,may,111,1,-1,0,unknown,no
33,management,100000,married,tertiary,yes,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
42,admin.,50000,divorced,secondary,yes,no,153,yes,no,unknown,16,may,844,1,-1,0,unknown,yes
31,admin.,50000,divorced,tertiary,no,no,146,yes,no,unknown,16,may,297,1,-1,0,unknown,no
41,blue-collar,20000,married,unknown,no,no,732,yes,no,unknown,16,may,25,1,-1,0,unknown,no
43,admin.,50000,single,secondary,yes,no,2539,yes,no,unknown,16,may,529,4,-1,0,unknown,no
36,services,70000,married,secondary,yes,no,208,yes,no,unknown,16,may,99,1,-1,0,unknown,no
48,management,100000,married,tertiary,yes,no,542,yes,no,unknown,16,may,137,1,-1,0,unknown,no
31,self-employed,60000,single,tertiary,no,no,144,yes,no,unknown,16,may,676,1,-1,0,unknown,yes
45,technician,60000,married,secondary,yes,no,999,yes,no,unknown,16,may,656,2,-1,0,unknown,no
43,blue-collar,20000,married,secondary,yes,no,19,yes,no,unknown,16,may,249,1,-1,0,unknown,no
42,admin.,50000,divorced,secondary,yes,no,63,no,no,unknown,16,may,88,6,-1,0,unknown,no
40,services,70000,married,secondary,yes,no,446,yes,no,unknown,16,may,1252,1,-1,0,unknown,yes
29,blue-collar,20000,married,secondary,yes,no,832,yes,no,unknown,16,may,228,2,-1,0,unknown,no
26,blue-collar,20000,married,secondary,yes,no,246,yes,no,unknown,16,may,1143,3,-1,0,unknown,yes
53,unemployed,8000,married,secondary,yes,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,no
31,technician,60000,divorced,secondary,yes,no,268,no,no,unknown,16,may,118,2,-1,0,unknown,no
25,admin.,50000,married,secondary,yes,no,16,yes,no,unknown,16,may,129,1,-1,0,unknown,no
26,admin.,50000,single,secondary,yes,no,-235,yes,no,unknown,16,may,103,1,-1,0,unknown,no
36,admin.,50000,single,secondary,yes,no,0,yes,yes,unknown,16,may,213,1,-1,0,unknown,no
43,services,70000,divorced,secondary,yes,no,207,yes,no,unknown,16,may,132,1,-1,0,unknown,no
45,admin.,50000,divorced,secondary,yes,no,109,yes,no,unknown,16,may,122,1,-1,0,unknown,no
56,management,100000,divorced,tertiary,no,no,975,yes,no,unknown,16,may,130,4,-1,0,unknown,no
51,technician,60000,married,secondary,yes,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown,no
47,blue-collar,20000,married,primary,yes,no,1756,yes,no,unknown,16,may,207,1,-1,0,unknown,no
44,housemaid,16000,married,primary,yes,yes,-972,yes,yes,unknown,16,may,114,2,-1,0,unknown,no
31,services,70000,married,secondary,yes,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,no
46,management,100000,married,secondary,yes,no,36,yes,no,unknown,16,may,250,1,-1,0,unknown,no
32,management,100000,single,tertiary,no,no,0,no,no,unknown,16,may,91,1,-1,0,unknown,no
31,admin.,50000,married,secondary,yes,no,468,yes,no,unknown,16,may,159,1,-1,0,unknown,no
45,blue-collar,20000,married,primary,yes,no,804,yes,no,unknown,16,may,528,1,-1,0,unknown,yes
31,unemployed,8000,single,secondary,yes,no,199,yes,no,unknown,16,may,86,1,-1,0,unknown,no
40,technician,60000,married,secondary,yes,no,257,yes,no,unknown,16,may,731,4,-1,0,unknown,no
43,blue-collar,20000,married,unknown,no,no,91,yes,no,unknown,16,may,37,1,-1,0,unknown,no
26,blue-collar,20000,single,primary,yes,no,102,yes,no,unknown,16,may,46,1,-1,0,unknown,no
29,management,100000,married,tertiary,yes,no,1,yes,yes,unknown,16,may,49,1,-1,0,unknown,no
30,services,70000,single,secondary,yes,no,484,yes,no,unknown,16,may,356,2,-1,0,unknown,no
39,management,100000,married,tertiary,yes,no,0,yes,yes,unknown,16,may,107,2,-1,0,unknown,no
51,blue-collar,20000,married,primary,yes,no,196,yes,no,unknown,16,may,248,1,-1,0,unknown,no
58,admin.,50000,married,primary,yes,no,879,yes,no,unknown,16,may,242,7,-1,0,unknown,no
44,entrepreneur,120000,married,tertiary,yes,no,3689,yes,no,unknown,16,may,134,3,-1,0,unknown,no
49,technician,60000,married,secondary,yes,no,1269,yes,no,unknown,16,may,355,2,-1,0,unknown,no
30,admin.,50000,married,secondary,yes,no,67,yes,no,unknown,16,may,149,1,-1,0,unknown,no
38,blue-collar,20000,married,secondary,yes,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown,no
40,services,70000,married,secondary,yes,no,181,yes,no,unknown,16,may,370,1,-1,0,unknown,no
34,entrepreneur,120000,married,tertiary,yes,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
41,management,100000,married,tertiary,yes,no,0,no,yes,unknown,16,may,330,4,-1,0,unknown,no
37,management,100000,single,tertiary,no,no,499,yes,no,unknown,16,may,537,1,-1,0,unknown,no
32,services,70000,divorced,secondary,yes,no,-115,yes,no,unknown,16,may,134,1,-1,0,unknown,no
31,blue-collar,20000,married,secondary,yes,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
38,blue-collar,20000,single,unknown,no,no,1146,yes,no,unknown,16,may,84,1,-1,0,unknown,no
34,self-employed,60000,married,tertiary,yes,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown,no
42,admin.,50000,married,secondary,yes,no,534,yes,no,unknown,16,may,139,2,-1,0,unknown,no
27,services,70000,married,secondary,yes,no,15,yes,no,unknown,16,may,167,1,-1,0,unknown,no
35,services,70000,married,secondary,yes,no,1053,yes,no,unknown,16,may,25,1,-1,0,unknown,no
43,admin.,50000,single,secondary,yes,no,6,no,no,unknown,16,may,244,1,-1,0,unknown,no
29,services,70000,single,secondary,yes,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,no
33,services,70000,divorced,secondary,yes,no,2,yes,no,unknown,16,may,165,1,-1,0,unknown,no
57,retired,55000,divorced,secondary,yes,no,70,yes,no,unknown,16,may,122,1,-1,0,unknown,no
50,entrepreneur,120000,married,secondary,yes,no,556,yes,no,unknown,16,may,130,2,-1,0,unknown,no
28,services,70000,single,secondary,yes,no,45,yes,no,unknown,16,may,345,1,-1,0,unknown,no
45,blue-collar,20000,divorced,secondary,yes,no,9,yes,no,unknown,16,may,277,6,-1,0,unknown,no
33,blue-collar,20000,divorced,secondary,yes,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no
24,blue-collar,20000,married,secondary,yes,no,142,yes,yes,unknown,16,may,300,1,-1,0,unknown,no
34,technician,60000,single,secondary,yes,no,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
23,admin.,50000,married,tertiary,yes,no,2,yes,no,unknown,16,may,140,1,-1,0,unknown,no
59,retired,55000,married,primary,yes,no,646,yes,no,unknown,16,may,140,1,-1,0,unknown,no
40,admin.,50000,single,secondary,yes,no,739,yes,no,unknown,16,may,132,1,-1,0,unknown,no
44,blue-collar,20000,married,primary,yes,no,1511,yes,no,unknown,16,may,96,2,-1,0,unknown,no
33,blue-collar,20000,married,secondary,yes,no,58,no,no,unknown,16,may,144,2,-1,0,unknown,no
29,admin.,50000,single,secondary,yes,no,163,yes,yes,unknown,16,may,803,1,-1,0,unknown,yes
39,blue-collar,20000,married,primary,yes,no,385,yes,no,unknown,16,may,225,4,-1,0,unknown,no
36,management,100000,divorced,tertiary,no,no,1343,yes,yes,unknown,16,may,73,1,-1,0,unknown,no
34,services,70000,divorced,secondary,yes,no,169,yes,no,unknown,16,may,260,1,-1,0,unknown,no
35,blue-collar,20000,married,secondary,yes,no,-613,yes,no,unknown,16,may,754,1,-1,0,unknown,no
47,services,70000,married,primary,yes,no,1496,yes,no,unknown,16,may,211,2,-1,0,unknown,no
40,blue-collar,20000,married,secondary,yes,no,580,yes,no,unknown,16,may,192,1,-1,0,unknown,no
30,technician,60000,married,secondary,yes,no,-306,yes,yes,unknown,16,may,203,1,-1,0,unknown,no
27,management,100000,married,secondary,yes,no,-41,yes,no,unknown,16,may,24,1,-1,0,unknown,no
40,admin.,50000,divorced,secondary,yes,no,783,yes,yes,unknown,16,may,171,2,-1,0,unknown,no
26,blue-collar,20000,divorced,secondary,yes,no,241,yes,no,unknown,16,may,136,1,-1,0,unknown,no
46,management,100000,married,tertiary,yes,no,245,yes,no,unknown,16,may,42,10,-1,0,unknown,no
43,management,100000,married,secondary,yes,no,-26,yes,no,unknown,16,may,343,1,-1,0,unknown,no
36,technician,60000,single,tertiary,no,no,705,yes,no,unknown,16,may,111,1,-1,0,unknown,no
32,blue-collar,20000,married,secondary,yes,no,23,yes,no,unknown,16,may,77,1,-1,0,unknown,no
47,blue-collar,20000,divorced,secondary,yes,no,380,yes,no,unknown,16,may,268,6,-1,0,unknown,no
29,blue-collar,20000,single,secondary,yes,no,4574,yes,no,unknown,16,may,217,2,-1,0,unknown,no
36,technician,60000,married,tertiary,yes,no,183,yes,no,unknown,16,may,360,1,-1,0,unknown,no
33,blue-collar,20000,single,secondary,yes,no,272,yes,no,unknown,16,may,122,3,-1,0,unknown,no
57,admin.,50000,married,secondary,yes,no,4168,yes,yes,unknown,16,may,47,1,-1,0,unknown,no
30,technician,60000,single,secondary,yes,no,677,yes,no,unknown,16,may,241,1,-1,0,unknown,no
59,admin.,50000,divorced,secondary,yes,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
32,blue-collar,20000,married,primary,yes,no,1877,yes,no,unknown,16,may,601,1,-1,0,unknown,no
56,retired,55000,married,secondary,yes,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
25,blue-collar,20000,married,secondary,yes,no,109,yes,no,unknown,16,may,306,1,-1,0,unknown,no
30,blue-collar,20000,single,unknown,no,no,194,yes,no,unknown,16,may,410,1,-1,0,unknown,no
32,blue-collar,20000,single,secondary,yes,no,8,yes,no,unknown,16,may,265,1,-1,0,unknown,no
30,admin.,50000,married,secondary,yes,no,40,yes,yes,unknown,16,may,108,2,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,-1400,yes,no,unknown,16,may,172,4,-1,0,unknown,no
47,blue-collar,20000,married,secondary,yes,no,-656,yes,no,unknown,16,may,184,2,-1,0,unknown,no
25,technician,60000,single,secondary,yes,no,1400,yes,yes,unknown,16,may,424,1,-1,0,unknown,no
28,blue-collar,20000,married,primary,yes,no,507,yes,no,unknown,16,may,359,1,-1,0,unknown,no
30,blue-collar,20000,single,secondary,yes,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
28,admin.,50000,married,tertiary,yes,no,364,yes,no,unknown,16,may,169,1,-1,0,unknown,no
27,technician,60000,single,secondary,yes,no,1742,yes,no,unknown,16,may,787,1,-1,0,unknown,yes
32,blue-collar,20000,married,secondary,yes,no,1197,yes,yes,unknown,16,may,241,1,-1,0,unknown,no
32,self-employed,60000,single,tertiary,no,no,12269,no,no,unknown,16,may,141,1,-1,0,unknown,no
40,self-employed,60000,married,tertiary,yes,no,1126,yes,no,unknown,16,may,22,4,-1,0,unknown,no
29,blue-collar,20000,single,primary,yes,no,105,yes,no,unknown,16,may,326,1,-1,0,unknown,no
38,admin.,50000,married,secondary,yes,no,-650,no,no,unknown,16,may,317,1,-1,0,unknown,no
37,blue-collar,20000,single,primary,yes,no,117,yes,no,unknown,16,may,196,3,-1,0,unknown,no
22,admin.,50000,single,secondary,yes,no,118,yes,no,unknown,16,may,270,1,-1,0,unknown,no
23,admin.,50000,single,secondary,yes,no,178,yes,no,unknown,16,may,107,1,-1,0,unknown,no
30,self-employed,60000,single,secondary,yes,no,299,yes,no,unknown,16,may,679,17,-1,0,unknown,no
27,blue-collar,20000,single,primary,yes,no,0,yes,no,unknown,16,may,576,1,-1,0,unknown,no
31,admin.,50000,married,secondary,yes,no,5,no,no,unknown,16,may,102,1,-1,0,unknown,no
26,blue-collar,20000,single,secondary,yes,no,65,no,no,unknown,16,may,161,3,-1,0,unknown,no
36,admin.,50000,divorced,secondary,yes,no,246,yes,no,unknown,16,may,206,2,-1,0,unknown,no
29,blue-collar,20000,single,secondary,yes,no,1166,yes,no,unknown,16,may,33,1,-1,0,unknown,no
37,services,70000,divorced,secondary,yes,no,49,yes,no,unknown,16,may,619,2,-1,0,unknown,yes
39,blue-collar,20000,married,primary,yes,no,95,yes,no,unknown,16,may,230,1,-1,0,unknown,no
38,unemployed,8000,married,primary,yes,no,113,yes,no,unknown,16,may,27,2,-1,0,unknown,no
27,entrepreneur,120000,married,secondary,yes,no,554,yes,no,unknown,16,may,131,1,-1,0,unknown,no
58,retired,55000,married,primary,yes,no,269,yes,no,unknown,16,may,38,2,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,63,yes,no,unknown,16,may,322,2,-1,0,unknown,no
24,services,70000,single,secondary,yes,no,-248,yes,no,unknown,16,may,187,1,-1,0,unknown,no
25,services,70000,single,secondary,yes,no,32,yes,no,unknown,16,may,124,1,-1,0,unknown,no
43,management,100000,married,secondary,yes,no,452,yes,no,unknown,16,may,107,2,-1,0,unknown,no
38,blue-collar,20000,married,primary,yes,no,467,yes,no,unknown,16,may,379,1,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,no,1758,yes,no,unknown,16,may,1230,3,-1,0,unknown,yes
33,blue-collar,20000,single,secondary,yes,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes
35,technician,60000,married,secondary,yes,no,523,yes,yes,unknown,16,may,95,1,-1,0,unknown,no
46,blue-collar,20000,married,primary,yes,no,2499,yes,no,unknown,16,may,42,3,-1,0,unknown,no
30,technician,60000,single,tertiary,no,no,236,yes,no,unknown,16,may,197,1,-1,0,unknown,no
24,technician,60000,single,secondary,yes,no,3926,yes,no,unknown,16,may,320,2,-1,0,unknown,no
24,technician,60000,single,secondary,yes,no,409,yes,no,unknown,16,may,912,1,-1,0,unknown,yes
45,management,100000,married,tertiary,yes,no,876,no,no,unknown,16,may,178,1,-1,0,unknown,no
45,blue-collar,20000,married,primary,yes,no,1163,no,no,unknown,16,may,230,1,-1,0,unknown,no
53,technician,60000,single,secondary,yes,no,708,yes,no,unknown,16,may,631,3,-1,0,unknown,no
34,technician,60000,single,tertiary,no,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,no
24,blue-collar,20000,married,primary,yes,no,656,yes,no,unknown,16,may,894,1,-1,0,unknown,yes
57,housemaid,16000,married,primary,yes,no,260,yes,no,unknown,16,may,38,3,-1,0,unknown,no
55,blue-collar,20000,married,primary,yes,no,571,yes,no,unknown,16,may,323,4,-1,0,unknown,no
52,technician,60000,single,secondary,yes,no,36,yes,no,unknown,16,may,335,1,-1,0,unknown,no
54,technician,60000,divorced,secondary,yes,no,0,yes,no,unknown,16,may,161,1,-1,0,unknown,no
29,blue-collar,20000,single,primary,yes,no,-63,yes,no,unknown,16,may,410,3,-1,0,unknown,no
23,services,70000,single,secondary,yes,no,91,yes,no,unknown,16,may,374,2,-1,0,unknown,no
24,services,70000,single,secondary,yes,no,0,no,no,unknown,16,may,280,1,-1,0,unknown,no
59,blue-collar,20000,married,secondary,yes,no,169,yes,no,unknown,16,may,181,3,-1,0,unknown,no
37,blue-collar,20000,single,unknown,no,no,2188,no,no,unknown,16,may,193,8,-1,0,unknown,no
40,blue-collar,20000,married,secondary,yes,no,2073,yes,no,unknown,16,may,166,2,-1,0,unknown,no
54,management,100000,divorced,tertiary,no,no,29887,yes,no,unknown,16,may,865,1,-1,0,unknown,no
35,blue-collar,20000,married,secondary,yes,no,53,yes,no,unknown,16,may,258,2,-1,0,unknown,no
56,housemaid,16000,married,primary,yes,no,82,no,no,unknown,16,may,215,1,-1,0,unknown,no
28,technician,60000,married,secondary,yes,no,58,no,no,unknown,16,may,136,2,-1,0,unknown,no
32,management,100000,single,secondary,yes,no,916,yes,no,unknown,16,may,381,2,-1,0,unknown,no
40,management,100000,divorced,tertiary,no,no,37,yes,no,unknown,16,may,412,1,-1,0,unknown,no
32,blue-collar,20000,single,primary,yes,no,100,yes,no,unknown,16,may,376,2,-1,0,unknown,no
41,services,70000,married,primary,yes,no,124,yes,no,unknown,16,may,393,2,-1,0,unknown,no
55,management,100000,married,primary,yes,no,19,yes,no,unknown,16,may,56,3,-1,0,unknown,no
52,technician,60000,married,secondary,yes,no,420,no,no,unknown,16,may,112,4,-1,0,unknown,no
58,technician,60000,divorced,secondary,yes,no,906,yes,yes,unknown,16,may,155,3,-1,0,unknown,no
29,unemployed,8000,single,tertiary,no,no,0,yes,yes,unknown,16,may,703,4,-1,0,unknown,no
44,blue-collar,20000,divorced,unknown,no,no,532,no,no,unknown,16,may,141,2,-1,0,unknown,no
53,blue-collar,20000,married,primary,yes,no,634,yes,no,unknown,16,may,475,2,-1,0,unknown,no
44,services,70000,married,secondary,yes,no,0,yes,yes,unknown,16,may,471,2,-1,0,unknown,no
41,admin.,50000,married,secondary,yes,no,338,yes,no,unknown,16,may,121,1,-1,0,unknown,no
44,admin.,50000,married,secondary,yes,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
38,management,100000,married,tertiary,yes,no,2724,yes,no,unknown,16,may,177,4,-1,0,unknown,no
27,management,100000,single,tertiary,no,no,-98,yes,yes,unknown,16,may,344,2,-1,0,unknown,no
44,admin.,50000,married,secondary,yes,no,73,yes,no,unknown,16,may,404,1,-1,0,unknown,no
45,blue-collar,20000,single,secondary,yes,no,636,yes,no,unknown,16,may,287,4,-1,0,unknown,no
30,blue-collar,20000,single,secondary,yes,no,132,yes,no,unknown,16,may,329,1,-1,0,unknown,no
47,technician,60000,married,tertiary,yes,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no
54,entrepreneur,120000,married,primary,yes,no,3343,yes,yes,unknown,16,may,216,1,-1,0,unknown,no
29,technician,60000,single,secondary,yes,no,-166,yes,no,unknown,16,may,323,2,-1,0,unknown,no
50,admin.,50000,divorced,secondary,yes,no,363,yes,no,unknown,16,may,1340,1,-1,0,unknown,yes
32,blue-collar,20000,single,secondary,yes,no,29,no,no,unknown,16,may,132,13,-1,0,unknown,no
57,entrepreneur,120000,married,tertiary,yes,yes,-524,yes,no,unknown,16,may,199,4,-1,0,unknown,no
51,blue-collar,20000,married,primary,yes,no,1194,yes,no,unknown,16,may,558,3,-1,0,unknown,no
32,admin.,50000,single,secondary,yes,no,422,yes,no,unknown,16,may,221,2,-1,0,unknown,no
27,technician,60000,single,tertiary,no,no,3706,yes,no,unknown,16,may,897,1,-1,0,unknown,yes
41,unemployed,8000,married,secondary,yes,no,356,yes,no,unknown,16,may,80,2,-1,0,unknown,no
53,technician,60000,married,secondary,yes,no,31,yes,no,unknown,16,may,90,2,-1,0,unknown,no
29,self-employed,60000,single,secondary,yes,no,272,yes,no,unknown,16,may,123,3,-1,0,unknown,no
28,management,100000,married,tertiary,yes,no,103,yes,no,unknown,16,may,461,2,-1,0,unknown,no
27,management,100000,single,tertiary,no,yes,-308,yes,no,unknown,16,may,213,16,-1,0,unknown,no
49,blue-collar,20000,married,secondary,yes,no,16,yes,no,unknown,16,may,193,11,-1,0,unknown,no
44,blue-collar,20000,married,primary,yes,no,1485,yes,no,unknown,16,may,428,1,-1,0,unknown,no
32,entrepreneur,120000,single,tertiary,no,no,1,yes,yes,unknown,16,may,411,2,-1,0,unknown,no
56,retired,55000,married,unknown,no,no,4391,yes,no,unknown,16,may,291,1,-1,0,unknown,no
34,blue-collar,20000,single,primary,yes,no,85,no,no,unknown,16,may,136,1,-1,0,unknown,no
43,services,70000,married,primary,yes,no,822,yes,no,unknown,16,may,112,1,-1,0,unknown,no
41,management,100000,divorced,tertiary,no,no,647,yes,no,unknown,16,may,270,1,-1,0,unknown,no
41,management,100000,married,tertiary,yes,no,223,yes,no,unknown,16,may,124,1,-1,0,unknown,no
47,blue-collar,20000,married,primary,yes,no,242,yes,no,unknown,16,may,214,4,-1,0,unknown,no
33,blue-collar,20000,married,secondary,yes,no,64,no,no,unknown,16,may,239,3,-1,0,unknown,no
47,services,70000,married,secondary,yes,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
46,management,100000,divorced,tertiary,no,no,770,yes,no,unknown,16,may,94,1,-1,0,unknown,no
46,technician,60000,married,secondary,yes,no,4956,yes,no,unknown,16,may,74,1,-1,0,unknown,no
30,admin.,50000,married,secondary,yes,no,122,yes,no,unknown,16,may,107,1,-1,0,unknown,no
41,technician,60000,single,secondary,yes,no,28,no,no,unknown,16,may,51,1,-1,0,unknown,no
30,technician,60000,married,secondary,yes,no,1011,yes,no,unknown,16,may,109,1,-1,0,unknown,no
56,retired,55000,divorced,secondary,yes,no,4166,yes,no,unknown,16,may,378,1,-1,0,unknown,no
40,technician,60000,married,primary,yes,no,6110,yes,no,unknown,16,may,217,1,-1,0,unknown,no
47,services,70000,married,secondary,yes,no,837,yes,yes,unknown,16,may,136,1,-1,0,unknown,no
36,management,100000,single,tertiary,no,no,146,yes,no,unknown,16,may,1161,3,-1,0,unknown,no
