ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
88888,1788,3 - Senior,6,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
88889,1918,4 - Management,15,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
88890,1673,4 - Management,1,Access/Login,Request,3 - Major,0 - Unassigned,0,2 - Satisfied
88891,1830,3 - Senior,10,Systems,Issue,3 - Major,3 - High,4,0 - Unknown
88892,332,2 - Regular,28,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
88893,1653,2 - Regular,13,Software,Request,2 - Normal,0 - Unassigned,14,2 - Satisfied
88894,767,2 - Regular,18,Software,Request,2 - Normal,2 - Medium,8,1 - Unsatisfied
88895,1325,3 - Senior,40,Systems,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
88896,1222,2 - Regular,8,Systems,Request,2 - Normal,2 - Medium,7,1 - Unsatisfied
88897,1447,4 - Management,13,Hardware,Request,2 - Normal,0 - Unassigned,31,2 - Satisfied
88898,742,2 - Regular,9,Systems,Request,2 - Normal,0 - Unassigned,19,3 - Highly satisfied
88899,1953,2 - Regular,17,Software,Request,2 - Normal,3 - High,4,0 - Unknown
88900,1492,4 - Management,2,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
88901,1710,2 - Regular,48,Software,Request,2 - Normal,0 - Unassigned,3,0 - Unknown
88902,1535,2 - Regular,38,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
88903,400,1 - Junior,42,Software,Issue,2 - Normal,1 - Low,1,2 - Satisfied
88904,284,2 - Regular,24,Software,Request,1 - Minor,0 - Unassigned,3,3 - Highly satisfied
88905,93,4 - Management,18,Systems,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
88906,1662,3 - Senior,38,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
88907,1486,3 - Senior,43,Hardware,Request,2 - Normal,3 - High,10,2 - Satisfied
88908,112,3 - Senior,7,Software,Request,2 - Normal,3 - High,8,1 - Unsatisfied
88909,1058,4 - Management,24,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
88910,1238,1 - Junior,16,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
88911,1134,2 - Regular,25,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
88912,1210,2 - Regular,30,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
88913,1433,2 - Regular,12,Systems,Request,1 - Minor,0 - Unassigned,8,3 - Highly satisfied
88914,499,2 - Regular,32,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
88915,1792,1 - Junior,42,Systems,Issue,2 - Normal,2 - Medium,3,0 - Unknown
88916,1257,4 - Management,48,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
88917,296,4 - Management,5,Software,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
88918,554,2 - Regular,45,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
88919,1412,2 - Regular,31,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
88920,1899,1 - Junior,33,Systems,Issue,2 - Normal,1 - Low,8,0 - Unknown
88921,875,4 - Management,10,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
88922,1292,1 - Junior,39,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
88923,428,1 - Junior,17,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
88924,1360,4 - Management,1,Software,Request,2 - Normal,3 - High,17,2 - Satisfied
88925,1581,3 - Senior,45,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
88926,1164,4 - Management,12,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
88927,1196,1 - Junior,26,Systems,Request,2 - Normal,1 - Low,16,3 - Highly satisfied
88928,1135,3 - Senior,49,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
88929,1787,3 - Senior,14,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
88930,1268,2 - Regular,17,Systems,Request,3 - Major,2 - Medium,8,3 - Highly satisfied
88931,82,2 - Regular,40,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
88932,1043,2 - Regular,5,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
88933,173,4 - Management,7,Systems,Request,2 - Normal,0 - Unassigned,18,0 - Unknown
88934,533,3 - Senior,44,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
88935,556,4 - Management,6,Hardware,Request,2 - Normal,0 - Unassigned,27,2 - Satisfied
88936,684,3 - Senior,2,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
88937,815,2 - Regular,30,Systems,Request,3 - Major,3 - High,13,3 - Highly satisfied
88938,468,1 - Junior,6,Software,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
88939,1667,2 - Regular,33,Software,Request,2 - Normal,3 - High,3,0 - Unknown
88940,935,2 - Regular,37,Software,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
88941,1873,2 - Regular,43,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
88942,1720,3 - Senior,20,Systems,Request,3 - Major,0 - Unassigned,5,3 - Highly satisfied
88943,1832,3 - Senior,27,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
88944,509,1 - Junior,40,Software,Issue,2 - Normal,2 - Medium,4,1 - Unsatisfied
88945,633,4 - Management,3,Access/Login,Request,2 - Normal,3 - High,1,3 - Highly satisfied
88946,882,3 - Senior,17,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
88947,1640,3 - Senior,42,Software,Request,2 - Normal,3 - High,3,2 - Satisfied
88948,320,2 - Regular,30,Software,Request,3 - Major,1 - Low,7,1 - Unsatisfied
88949,1604,4 - Management,7,Systems,Request,2 - Normal,3 - High,20,3 - Highly satisfied
88950,777,1 - Junior,5,Software,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
88951,35,2 - Regular,47,Systems,Issue,1 - Minor,3 - High,5,0 - Unknown
88952,730,2 - Regular,50,Systems,Request,3 - Major,3 - High,19,1 - Unsatisfied
88953,711,2 - Regular,2,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
88954,1799,4 - Management,48,Systems,Request,2 - Normal,2 - Medium,8,0 - Unknown
88955,554,2 - Regular,5,Software,Request,2 - Normal,3 - High,3,0 - Unknown
88956,71,1 - Junior,26,Software,Issue,1 - Minor,0 - Unassigned,3,2 - Satisfied
88957,861,4 - Management,48,Systems,Request,2 - Normal,0 - Unassigned,6,1 - Unsatisfied
88958,1241,2 - Regular,17,Hardware,Request,2 - Normal,3 - High,11,2 - Satisfied
88959,289,3 - Senior,5,Hardware,Request,2 - Normal,1 - Low,26,0 - Unknown
88960,1585,3 - Senior,4,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
88961,1128,2 - Regular,25,Software,Request,2 - Normal,1 - Low,8,0 - Unknown
88962,652,4 - Management,26,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
88963,286,2 - Regular,44,Software,Request,2 - Normal,1 - Low,8,0 - Unknown
88964,1996,3 - Senior,34,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
88965,1761,2 - Regular,10,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
88966,334,1 - Junior,9,Systems,Request,2 - Normal,0 - Unassigned,12,0 - Unknown
88967,1012,3 - Senior,2,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
88968,607,2 - Regular,18,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
88969,1820,1 - Junior,40,Hardware,Request,2 - Normal,1 - Low,28,1 - Unsatisfied
88970,1751,3 - Senior,1,Systems,Request,2 - Normal,1 - Low,14,0 - Unknown
88971,1548,1 - Junior,18,Systems,Issue,2 - Normal,2 - Medium,8,2 - Satisfied
88972,1851,4 - Management,49,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
88973,989,3 - Senior,33,Systems,Request,2 - Normal,2 - Medium,11,3 - Highly satisfied
88974,871,2 - Regular,7,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
88975,1319,4 - Management,35,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
88976,444,2 - Regular,16,Software,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
88977,827,2 - Regular,16,Software,Request,2 - Normal,0 - Unassigned,2,0 - Unknown
88978,1059,2 - Regular,21,Software,Request,3 - Major,1 - Low,8,3 - Highly satisfied
88979,768,2 - Regular,7,Systems,Issue,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
88980,249,1 - Junior,17,Systems,Request,2 - Normal,1 - Low,10,1 - Unsatisfied
88981,1138,3 - Senior,36,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
88982,857,2 - Regular,5,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
88983,1996,3 - Senior,36,Software,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
88984,1492,4 - Management,3,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
88985,1621,3 - Senior,37,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
88986,1308,3 - Senior,39,Hardware,Request,2 - Normal,3 - High,28,1 - Unsatisfied
88987,1064,4 - Management,43,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
88988,1983,1 - Junior,42,Access/Login,Issue,3 - Major,0 - Unassigned,0,3 - Highly satisfied
88989,1077,4 - Management,5,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
88990,264,4 - Management,14,Systems,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
88991,1024,2 - Regular,21,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
88992,806,3 - Senior,49,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
88993,1436,3 - Senior,50,Hardware,Request,2 - Normal,3 - High,32,1 - Unsatisfied
88994,419,4 - Management,15,Systems,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
88995,1168,2 - Regular,22,Systems,Request,2 - Normal,3 - High,14,0 - Unknown
88996,1059,2 - Regular,10,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
88997,1885,2 - Regular,11,Access/Login,Request,3 - Major,0 - Unassigned,0,2 - Satisfied
88998,1284,2 - Regular,45,Hardware,Request,2 - Normal,2 - Medium,11,1 - Unsatisfied
88999,1045,4 - Management,22,Hardware,Issue,2 - Normal,3 - High,15,1 - Unsatisfied
89000,1699,3 - Senior,34,Systems,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
89001,1627,2 - Regular,37,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
89002,1074,2 - Regular,9,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
89003,653,1 - Junior,13,Software,Request,2 - Normal,1 - Low,10,0 - Unknown
89004,1969,3 - Senior,10,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
89005,14,4 - Management,30,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
89006,1325,3 - Senior,10,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
89007,899,1 - Junior,44,Systems,Issue,2 - Normal,1 - Low,5,2 - Satisfied
89008,1387,2 - Regular,49,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
89009,1485,3 - Senior,2,Systems,Issue,2 - Normal,0 - Unassigned,4,2 - Satisfied
89010,1600,3 - Senior,39,Software,Request,2 - Normal,3 - High,8,3 - Highly satisfied
89011,1764,3 - Senior,49,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
89012,383,2 - Regular,1,Systems,Request,2 - Normal,0 - Unassigned,21,0 - Unknown
89013,591,2 - Regular,46,Access/Login,Issue,2 - Normal,0 - Unassigned,3,0 - Unknown
89014,1409,3 - Senior,41,Software,Request,2 - Normal,3 - High,2,1 - Unsatisfied
89015,1939,1 - Junior,27,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
89016,1995,4 - Management,14,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
89017,422,1 - Junior,26,Systems,Request,2 - Normal,2 - Medium,17,1 - Unsatisfied
89018,1181,2 - Regular,1,Systems,Request,2 - Normal,3 - High,27,2 - Satisfied
89019,176,3 - Senior,21,Software,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
89020,1701,1 - Junior,37,Systems,Request,2 - Normal,1 - Low,10,0 - Unknown
89021,503,3 - Senior,29,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89022,274,2 - Regular,31,Software,Issue,2 - Normal,3 - High,3,0 - Unknown
89023,1222,2 - Regular,4,Systems,Request,3 - Major,3 - High,17,0 - Unknown
89024,1064,4 - Management,29,Systems,Issue,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
89025,1156,2 - Regular,47,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
89026,1070,3 - Senior,15,Access/Login,Issue,2 - Normal,2 - Medium,1,3 - Highly satisfied
89027,1008,1 - Junior,31,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
89028,537,4 - Management,33,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
89029,1257,4 - Management,24,Hardware,Request,2 - Normal,3 - High,11,1 - Unsatisfied
89030,1295,4 - Management,29,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
89031,1397,1 - Junior,6,Access/Login,Issue,3 - Major,1 - Low,3,0 - Unknown
89032,715,2 - Regular,5,Hardware,Request,2 - Normal,3 - High,13,1 - Unsatisfied
89033,306,2 - Regular,26,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89034,1611,3 - Senior,22,Software,Request,2 - Normal,3 - High,10,1 - Unsatisfied
89035,122,3 - Senior,20,Software,Request,2 - Normal,2 - Medium,11,1 - Unsatisfied
89036,416,3 - Senior,21,Hardware,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
89037,861,4 - Management,7,Systems,Request,2 - Normal,3 - High,24,1 - Unsatisfied
89038,465,4 - Management,49,Systems,Request,2 - Normal,0 - Unassigned,16,0 - Unknown
89039,1440,2 - Regular,7,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
89040,1806,2 - Regular,5,Software,Request,3 - Major,1 - Low,21,2 - Satisfied
89041,1117,2 - Regular,31,Systems,Issue,2 - Normal,1 - Low,3,3 - Highly satisfied
89042,468,1 - Junior,2,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
89043,591,2 - Regular,41,Access/Login,Issue,3 - Major,1 - Low,1,0 - Unknown
89044,1965,4 - Management,8,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89045,1234,3 - Senior,34,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
89046,1683,2 - Regular,5,Systems,Request,2 - Normal,3 - High,10,1 - Unsatisfied
89047,785,1 - Junior,28,Systems,Request,2 - Normal,0 - Unassigned,15,1 - Unsatisfied
89048,750,1 - Junior,32,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
89049,1655,3 - Senior,1,Software,Request,2 - Normal,0 - Unassigned,16,1 - Unsatisfied
89050,631,1 - Junior,18,Software,Request,2 - Normal,0 - Unassigned,9,1 - Unsatisfied
89051,1644,4 - Management,1,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
89052,1031,2 - Regular,10,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
89053,78,3 - Senior,44,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
89054,25,2 - Regular,39,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
89055,193,2 - Regular,28,Systems,Request,2 - Normal,1 - Low,18,1 - Unsatisfied
89056,319,1 - Junior,45,Systems,Request,3 - Major,3 - High,9,0 - Unknown
89057,1268,2 - Regular,45,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
89058,1517,3 - Senior,6,Hardware,Request,4 - Critical,3 - High,26,0 - Unknown
89059,670,3 - Senior,36,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
89060,683,4 - Management,44,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
89061,1901,2 - Regular,32,Systems,Request,2 - Normal,1 - Low,13,2 - Satisfied
89062,556,4 - Management,30,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
89063,1159,1 - Junior,14,Hardware,Request,2 - Normal,2 - Medium,23,3 - Highly satisfied
89064,980,4 - Management,16,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
89065,343,2 - Regular,16,Hardware,Request,2 - Normal,3 - High,12,0 - Unknown
89066,294,2 - Regular,23,Hardware,Request,2 - Normal,3 - High,10,3 - Highly satisfied
89067,1112,2 - Regular,22,Systems,Request,2 - Normal,2 - Medium,20,0 - Unknown
89068,1358,2 - Regular,11,Software,Request,2 - Normal,0 - Unassigned,16,2 - Satisfied
89069,170,3 - Senior,48,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
89070,1646,2 - Regular,31,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
89071,613,1 - Junior,36,Systems,Request,2 - Normal,1 - Low,7,3 - Highly satisfied
89072,927,3 - Senior,43,Systems,Issue,1 - Minor,3 - High,1,0 - Unknown
89073,1605,2 - Regular,38,Systems,Issue,2 - Normal,0 - Unassigned,11,2 - Satisfied
89074,1441,3 - Senior,44,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
89075,1929,1 - Junior,22,Hardware,Request,2 - Normal,0 - Unassigned,31,1 - Unsatisfied
89076,1774,2 - Regular,40,Systems,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
89077,1879,3 - Senior,30,Systems,Request,2 - Normal,3 - High,8,2 - Satisfied
89078,1922,1 - Junior,34,Access/Login,Request,2 - Normal,3 - High,1,3 - Highly satisfied
89079,469,2 - Regular,33,Systems,Request,2 - Normal,2 - Medium,16,1 - Unsatisfied
89080,1548,1 - Junior,26,Systems,Issue,2 - Normal,0 - Unassigned,7,2 - Satisfied
89081,1980,4 - Management,25,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89082,1564,4 - Management,12,Systems,Issue,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
89083,993,2 - Regular,24,Software,Request,2 - Normal,3 - High,3,0 - Unknown
89084,1576,2 - Regular,4,Systems,Request,2 - Normal,0 - Unassigned,17,2 - Satisfied
89085,80,2 - Regular,15,Software,Request,2 - Normal,2 - Medium,3,3 - Highly satisfied
89086,1267,2 - Regular,46,Software,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
89087,695,3 - Senior,32,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
89088,1028,2 - Regular,23,Software,Issue,2 - Normal,1 - Low,7,3 - Highly satisfied
89089,1545,3 - Senior,31,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89090,232,1 - Junior,19,Systems,Request,1 - Minor,0 - Unassigned,5,1 - Unsatisfied
89091,415,3 - Senior,20,Software,Issue,2 - Normal,1 - Low,3,0 - Unknown
89092,401,2 - Regular,11,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
89093,1714,3 - Senior,28,Systems,Request,2 - Normal,0 - Unassigned,21,1 - Unsatisfied
89094,1391,4 - Management,36,Software,Request,2 - Normal,3 - High,8,3 - Highly satisfied
89095,830,2 - Regular,37,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
89096,708,3 - Senior,50,Systems,Request,2 - Normal,0 - Unassigned,18,2 - Satisfied
89097,1605,2 - Regular,7,Systems,Request,2 - Normal,1 - Low,20,2 - Satisfied
89098,1164,4 - Management,47,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
89099,888,4 - Management,32,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
89100,736,3 - Senior,29,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
89101,603,1 - Junior,30,Systems,Issue,2 - Normal,0 - Unassigned,7,0 - Unknown
89102,615,1 - Junior,8,Systems,Issue,2 - Normal,1 - Low,2,2 - Satisfied
89103,1888,2 - Regular,42,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
89104,1943,1 - Junior,10,Hardware,Request,2 - Normal,1 - Low,19,3 - Highly satisfied
89105,1975,4 - Management,35,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89106,402,1 - Junior,10,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
89107,1155,1 - Junior,22,Systems,Request,2 - Normal,0 - Unassigned,20,0 - Unknown
89108,1528,4 - Management,18,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
89109,342,4 - Management,50,Systems,Issue,2 - Normal,3 - High,7,1 - Unsatisfied
89110,1052,4 - Management,11,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
89111,938,3 - Senior,11,Hardware,Request,2 - Normal,0 - Unassigned,11,1 - Unsatisfied
89112,503,3 - Senior,6,Systems,Request,2 - Normal,2 - Medium,21,2 - Satisfied
89113,990,3 - Senior,50,Access/Login,Request,2 - Normal,3 - High,3,1 - Unsatisfied
89114,729,2 - Regular,25,Systems,Issue,3 - Major,3 - High,2,2 - Satisfied
89115,1605,2 - Regular,24,Systems,Request,2 - Normal,1 - Low,6,2 - Satisfied
89116,1831,3 - Senior,48,Systems,Issue,2 - Normal,2 - Medium,2,2 - Satisfied
89117,1277,3 - Senior,50,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
89118,138,4 - Management,48,Software,Issue,2 - Normal,3 - High,0,0 - Unknown
89119,802,4 - Management,47,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89120,731,4 - Management,35,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89121,612,3 - Senior,3,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
89122,1209,4 - Management,50,Hardware,Issue,1 - Minor,3 - High,17,1 - Unsatisfied
89123,1039,4 - Management,9,Access/Login,Request,4 - Critical,3 - High,0,0 - Unknown
89124,1310,2 - Regular,11,Access/Login,Issue,2 - Normal,1 - Low,1,3 - Highly satisfied
89125,428,1 - Junior,34,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
89126,982,3 - Senior,50,Access/Login,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
89127,1636,4 - Management,32,Systems,Request,2 - Normal,3 - High,9,1 - Unsatisfied
89128,1739,2 - Regular,42,Systems,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
89129,219,4 - Management,14,Software,Issue,2 - Normal,3 - High,1,0 - Unknown
89130,383,2 - Regular,40,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
89131,349,2 - Regular,36,Hardware,Request,2 - Normal,0 - Unassigned,10,0 - Unknown
89132,651,4 - Management,5,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
89133,207,4 - Management,49,Systems,Request,2 - Normal,0 - Unassigned,11,1 - Unsatisfied
89134,1988,1 - Junior,31,Systems,Request,2 - Normal,1 - Low,7,1 - Unsatisfied
89135,46,4 - Management,31,Hardware,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
89136,996,2 - Regular,21,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
89137,1161,2 - Regular,41,Systems,Issue,2 - Normal,0 - Unassigned,9,3 - Highly satisfied
89138,169,2 - Regular,17,Systems,Request,2 - Normal,2 - Medium,6,0 - Unknown
89139,434,3 - Senior,4,Systems,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
89140,1154,4 - Management,34,Systems,Request,1 - Minor,3 - High,7,3 - Highly satisfied
89141,1713,4 - Management,2,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
89142,262,2 - Regular,2,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
89143,278,2 - Regular,40,Software,Request,2 - Normal,2 - Medium,3,1 - Unsatisfied
89144,1202,3 - Senior,11,Systems,Issue,2 - Normal,3 - High,2,2 - Satisfied
89145,1660,3 - Senior,42,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89146,1857,2 - Regular,25,Access/Login,Request,2 - Normal,3 - High,2,1 - Unsatisfied
89147,1634,2 - Regular,10,Software,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
89148,932,4 - Management,10,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
89149,370,2 - Regular,26,Access/Login,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
89150,1902,4 - Management,17,Systems,Request,2 - Normal,3 - High,12,0 - Unknown
89151,914,1 - Junior,23,Software,Request,2 - Normal,0 - Unassigned,4,0 - Unknown
89152,854,4 - Management,35,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
89153,862,4 - Management,14,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
89154,1838,4 - Management,11,Systems,Request,2 - Normal,0 - Unassigned,8,2 - Satisfied
89155,187,2 - Regular,17,Software,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
89156,1107,2 - Regular,2,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
89157,947,3 - Senior,26,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
89158,1048,2 - Regular,15,Systems,Request,2 - Normal,3 - High,8,2 - Satisfied
89159,794,2 - Regular,47,Systems,Issue,1 - Minor,2 - Medium,5,1 - Unsatisfied
89160,1256,4 - Management,6,Systems,Issue,3 - Major,3 - High,7,0 - Unknown
89161,328,2 - Regular,30,Hardware,Request,2 - Normal,1 - Low,27,1 - Unsatisfied
89162,1507,2 - Regular,1,Software,Request,2 - Normal,2 - Medium,7,3 - Highly satisfied
89163,477,3 - Senior,3,Hardware,Request,2 - Normal,3 - High,29,0 - Unknown
89164,705,2 - Regular,7,Systems,Request,2 - Normal,3 - High,17,0 - Unknown
89165,316,4 - Management,2,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
89166,697,4 - Management,39,Software,Request,2 - Normal,1 - Low,7,2 - Satisfied
89167,1026,3 - Senior,22,Software,Issue,2 - Normal,2 - Medium,7,1 - Unsatisfied
89168,1609,4 - Management,20,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
89169,20,1 - Junior,25,Systems,Request,2 - Normal,0 - Unassigned,17,0 - Unknown
89170,836,1 - Junior,39,Software,Request,2 - Normal,1 - Low,8,1 - Unsatisfied
89171,1012,3 - Senior,38,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
89172,1037,1 - Junior,39,Access/Login,Request,2 - Normal,1 - Low,1,2 - Satisfied
89173,288,4 - Management,6,Systems,Request,2 - Normal,3 - High,16,1 - Unsatisfied
89174,72,1 - Junior,20,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
89175,136,1 - Junior,40,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
89176,1600,3 - Senior,22,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
89177,1518,2 - Regular,3,Access/Login,Issue,1 - Minor,2 - Medium,0,0 - Unknown
89178,618,4 - Management,13,Systems,Issue,2 - Normal,3 - High,2,0 - Unknown
89179,900,4 - Management,17,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
89180,341,3 - Senior,28,Hardware,Request,2 - Normal,3 - High,26,3 - Highly satisfied
89181,1981,2 - Regular,14,Systems,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
